geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4401,-23.670706610046736,-46.66108764570951,sao paulo,SP
4403,-23.669112247850418,-46.65968055008948,sao paulo,SP
4474,-23.70251485206877,-46.64027163044608,sao paulo,SP
4403,-23.670491973650424,-46.66024319323027,são paulo,SP
4455,-23.678985771856432,-46.678985470858095,sao paulo,SP
4455,-23.68004345490217,-46.68099913419697,sao paulo,SP
4445,-23.68080098473656,-46.6840241297536,sao paulo,SP
4445,-23.68534253733621,-46.68592987745976,sao paulo,SP
4474,-23.69608312037636,-46.64287355066725,sao paulo,SP
4401,-23.66768946341924,-46.6664450195832,sao paulo,SP
4455,-23.683797086785493,-46.67626942078186,sao paulo,SP
4401,-23.67002186594724,-46.6621056880374,sao paulo,SP
4445,-23.68337671412088,-46.68259759270582,sao paulo,SP
4461,-23.69289565500035,-46.68021046531817,sao paulo,SP
4461,-23.69310169025909,-46.679201077990655,sao paulo,SP
4461,-23.690367964192998,-46.6797794141035,são paulo,SP
4569,-23.6022825745282,-46.69322772967279,são paulo,SP
4509,-23.590774173466443,-46.67100192576026,sao paulo,SP
4509,-23.591379719401004,-46.66919249125744,sao paulo,SP
4561,-23.6119461648681,-46.68121078074323,sao paulo,SP
4556,-23.611487777407536,-46.67771426763211,sao paulo,SP
4569,-23.61152399278664,-46.68948233666109,sao paulo,SP
4561,-23.602752855482457,-46.693975363230976,sao paulo,SP
4509,-23.592663671100517,-46.66530828934157,são paulo,SP
4561,-23.60434392062437,-46.69077114876793,sao paulo,SP
4556,-23.61495010130417,-46.67954468082405,são paulo,SP
4567,-23.61424927422236,-46.68844105482136,sao paulo,SP
4567,-23.613043274222363,-46.689929580356576,sao paulo,SP
4556,-23.614816159587978,-46.67945723189449,sao paulo,SP
4569,-23.60245056731484,-46.692619255208,sao paulo,SP
4567,-23.6100388262451,-46.69527173604943,sao paulo,SP
4674,-23.664255516792647,-46.68857909339831,sao paulo,SP
4674,-23.66336209576426,-46.682048105747576,sao paulo,SP
4674,-23.66336209576426,-46.682048105747576,sao paulo,SP
4763,-23.66900465722205,-46.71802455259966,sao paulo,SP
4763,-23.669850164031384,-46.71582547807146,são paulo,SP
4773,-23.681542547319527,-46.70780575451552,sao paulo,SP
4726,-23.63580786663679,-46.71209825910773,sao paulo,SP
4739,-23.64445281409649,-46.70007520249481,sao paulo,SP
4726,-23.63608005976541,-46.71368647000955,sao paulo,SP
4726,-23.634089726645826,-46.71411838581508,sao paulo,SP
4771,-23.680608736886143,-46.71141009824576,sao paulo,SP
4782,-23.693985995008337,-46.70188324132953,sao paulo,SP
4782,-23.6901359553062,-46.70487596655891,são paulo,SP
4782,-23.686843421316865,-46.7036921729182,sao paulo,SP
4773,-23.68342376885232,-46.709779139344434,sao paulo,SP
4771,-23.67759552899767,-46.71204361809683,sao paulo,SP
4763,-23.669262900917527,-46.72020485276127,sao paulo,SP
4739,-23.646178215801232,-46.697204760052415,sao paulo,SP
4739,-23.643853585896505,-46.69192758549247,sao paulo,SP
4773,-23.68301233389115,-46.707889903139225,sao paulo,SP
4771,-23.681785610046745,-46.71211341716191,sao paulo,SP
4849,-23.740974,-46.67018849999998,são paulo,SP
4849,-23.743998000000005,-46.6612335,sao paulo,SP
4809,-23.71992046378896,-46.693208556754605,sao paulo,SP
4849,-23.73931086776492,-46.65788022373109,são paulo,SP
4820,-23.734658908426308,-46.68685840272085,sao paulo,SP
4811,-23.70965016443733,-46.69257464205786,sao paulo,SP
4809,-23.718206272390407,-46.692554037094816,sao paulo,SP
4820,-23.73603559838997,-46.68755726380633,sao paulo,SP
4809,-23.713223114937048,-46.69311591598592,sao paulo,SP
4811,-23.709758008050084,-46.69095296197129,sao paulo,SP
4811,-23.70990926894224,-46.69517087093889,sao paulo,SP
4820,-23.73620509661567,-46.685836531386194,sao paulo,SP
4917,-23.68726696641469,-46.74885508979163,sao paulo,SP
4917,-23.687971651333704,-46.74382859047298,sao paulo,SP
4960,-23.726413791563274,-46.787813649316185,sao paulo,SP
4960,-23.728780215650083,-46.78861674937962,sao paulo,SP
4917,-23.6890310470449,-46.7481455599088,sao paulo,SP
4960,-23.725978361471835,-46.7889569933888,sao paulo,SP
5051,-23.52707749624909,-46.696482,sao paulo,SP
5017,-23.537309857060443,-46.6787664476888,sao paulo,SP
5017,-23.53850547322403,-46.68302562698362,sao paulo,SP
5017,-23.537183857060437,-46.678675473224025,sao paulo,SP
5051,-23.528231304114563,-46.697336271317226,são paulo,SP
5051,-23.527850553378947,-46.70545123016839,são paulo,SP
5092,-23.511502314851025,-46.71448715742552,são paulo,SP
5008,-23.530915571469773,-46.68060941548848,são paulo,SP
5008,-23.53640941742172,-46.67218459893824,sao paulo,SP
5008,-23.53414356425641,-46.67574738273989,sao paulo,SP
5092,-23.511502314851025,-46.71448715742552,sao paulo,SP
5092,-23.509789187344904,-46.71501926533557,são paulo,SP
5141,-23.49065997530149,-46.7284764394945,sao paulo,SP
5141,-23.493067637803676,-46.730372673466434,sao paulo,SP
5138,-23.485253731057767,-46.73312974854289,são paulo,SP
5138,-23.482190944486145,-46.73488313543773,sao paulo,SP
5141,-23.49163250241461,-46.72542961457817,sao paulo,SP
5138,-23.48257902331352,-46.7352685320561,sao paulo,SP
5303,-23.526508568411355,-46.731702782676464,sao paulo,SP
5303,-23.52629557562472,-46.7318788226384,sao paulo,SP
5303,-23.52629557562472,-46.7318788226384,sao paulo,SP
5351,-23.55810175353457,-46.75729204524208,sao paulo,SP
5351,-23.56262833443941,-46.75594407285476,sao paulo,SP
5351,-23.562286228980287,-46.756629995008346,sao paulo,SP
5415,-23.563965740492826,-46.68179815445209,são paulo,SP
5415,-23.56310064002537,-46.685227373997314,sao paulo,SP
5415,-23.559961033585303,-46.68472409700501,sao paulo,SP
5432,-23.551567250620376,-46.69325969149985,são paulo,SP
5432,-23.55519103358529,-46.690774564256415,sao paulo,SP
5432,-23.557702463500508,-46.68892738037395,sao paulo,SP
5595,-23.58085566165113,-46.742443261595774,sao paulo,SP
5595,-23.578088238760063,-46.74329144873517,sao paulo,SP
5595,-23.580998507905843,-46.74249828157995,são paulo,SP
5530,-23.577073040798663,-46.7199426382077,sao paulo,SP
5530,-23.57569750641803,-46.715807306467816,sao paulo,SP
5530,-23.57821995920133,-46.71989081072184,são paulo,SP
5729,-23.63329280322003,-46.73784151540766,sao paulo,SP
5730,-23.633964565641403,-46.74107526602805,sao paulo,SP
5789,-23.656650160424697,-46.77635938288413,sao paulo,SP
5730,-23.63266646026073,-46.73955981980657,sao paulo,SP
5729,-23.63670719816495,-46.73809456287144,são paulo,SP
5730,-23.63276181980659,-46.73948553973927,sao paulo,SP
5729,-23.6371145342778,-46.74106200721335,sao paulo,SP
5772,-23.63772854593455,-46.75823555759132,sao paulo,SP
5789,-23.655345464337227,-46.7766012253736,são paulo,SP
5789,-23.636416924231053,-46.778406239107845,sao paulo,SP
5772,-23.638782583126535,-46.75628261518264,sao paulo,SP
5772,-23.64123544463038,-46.753752237578624,sao paulo,SP
5849,-23.651114842510157,-46.75521082321932,sao paulo,SP
5890,-23.66734335045476,-46.78750322877922,são paulo,SP
5849,-23.65022798473656,-46.75498649486411,sao paulo,SP
5890,-23.664214301219104,-46.78742325675315,sao paulo,SP
5890,-23.666526199001662,-46.79322370191585,sao paulo,SP
5849,-23.65402572300768,-46.75873318734492,sao paulo,SP
6020,-23.53538565178984,-46.76092361691542,osasco,SP
6080,-23.544421691355613,-46.78839877935824,osasco,SP
6020,-23.53314862003007,-46.76046091150642,osasco,SP
6020,-23.549920600466425,-46.76024696751205,osasco,SP
6080,-23.543660660268163,-46.78611759852845,osasco,SP
6056,-23.565986162357948,-46.78504212655093,osasco,SP
6056,-23.565338857858546,-46.78767658849876,osasco,SP
6080,-23.544048456027337,-46.78333137053485,osasco,SP
6056,-23.563882715274723,-46.78573084719268,osasco,SP
6160,-23.56267680949066,-46.80937040670384,osasco,SP
6162,-23.55775014393556,-46.80815711799397,osasco,SP
6160,-23.560479283368963,-46.80682947530149,osasco,SP
6160,-23.55789512835748,-46.813187263845634,osasco,SP
6162,-23.551899819608657,-46.81286750028846,osasco,SP
6162,-23.55588044936224,-46.80338282653355,osasco,SP
6194,-23.52517861143172,-46.80307405995724,osasco,SP
6194,-23.52470193479129,-46.80335418610415,osasco,SP
6194,-23.525024323330907,-46.80430424770618,osasco,SP
6270,-23.49708886034903,-46.771496572731024,osasco,SP
6270,-23.495210515574275,-46.7703357579561,osasco,SP
6270,-23.49441934609616,-46.77196813890018,osasco,SP
6365,-23.548007803126943,-46.8485750585056,carapicuiba,SP
6365,-23.552308715165168,-46.846056379309466,carapicuiba,SP
6341,-23.57241932843741,-46.81653106742156,carapicuiba,SP
6341,-23.57547088782132,-46.81931299612122,carapicuiba,SP
6341,-23.575045637726323,-46.81892162773324,carapicuiba,SP
