review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
79994d95024b6e294eb6ac15ecdcbe74,bd34db34f886a82d2f7e9214b6fd01e0,5,,"Ainda não instalei o produto, mas farei o mesmo na próxima semana",2018-01-24 00:00:00,2018-01-26 22:31:51
8760b5561e1fad37d6f95b4eef160459,546c8958ff67b28473cf140ec32a5a91,1,,,2017-12-21 00:00:00,2017-12-22 15:35:22
385c965d16309a69095fa140007d4125,8906cb0ae3ccbd4613940de05579b218,5,,,2018-02-22 00:00:00,2018-02-24 04:12:31
41e3459f55b302caeecc3c100eda791a,80000ae9d118d79953522e35cce34f13,4,,,2017-03-09 00:00:00,2017-03-13 11:09:09
d7b9e9e361b04a1893f73db335042e35,f05ef3ecdb7796d93e204c0a7ab76759,5,,,2018-06-07 00:00:00,2018-06-09 23:11:53
a8b63e1292141b8158d2f87355b15686,e0043b9e113bdc5f84b14893d62e00ac,5,,,2017-12-01 00:00:00,2017-12-04 00:13:56
840b5b3e721b62bffddd1fb843f2a9cb,19230cac8f45f89fc992b4048422b72e,4,,,2018-03-07 00:00:00,2018-03-09 11:16:51
898c87fc7abf4353b4c82e98fae8c449,ca7296a83aa279afb28c2388a4f48891,1,,Quero meu dinheiro de volta ,2018-03-09 00:00:00,2018-03-09 09:22:42
3ab794c31a69c4dd9defa0595803faa3,8b3bda465a61f930742d256916d1d7d9,1,,,2018-03-31 00:00:00,2018-03-31 10:00:55
6ce434883ab672c5f6e019058e012a43,e06ff711ddcab05c3651a9b1bb003950,4,,,2017-03-16 00:00:00,2017-03-16 11:58:31
e253b755ab4e38930312e2bd7cec1805,ce8502b200546c12a54e51a65f313f34,5,,,2017-04-08 00:00:00,2017-04-10 11:00:56
3cda46ccd7010d5be20f36f02ab42207,baaaa6a46bf8f53d113193a6a23efbd4,5,,"Rápida entrega! 
Com certeza comprarei nesta loja novamente. ",2017-12-27 00:00:00,2017-12-28 02:50:52
fd264f22fcf0f7e65d3be132cdf441da,38b80ac02e3ce34b306483fc57a33bc5,1,,,2017-03-21 00:00:00,2017-03-22 03:02:26
315ba0b0107f81b4bba5059c266c926d,31c97425f34d48507d57e56e0ec2986b,5,,,2017-09-17 00:00:00,2017-09-19 16:37:25
f331dd1543d366942d1e9e13b35f0dd5,151137bf7ab537c1a2da6bba1368d87d,4,,,2017-09-19 00:00:00,2017-09-22 10:29:28
cc41f3fb112d4dd181bcda6e481fa895,5b7aed674843fc9b20d1c4cef543a761,3,,,2018-05-19 00:00:00,2018-05-21 18:59:31
c5b6b6ac8a0f5a75b16ab4bdef1fec3f,d8c441318d48082352e8592142db807c,1,,"Ainda não recebi o produto, além de ser um prazo mega extenso, não cumpriram com o combinado!

E aii???",2018-03-14 00:00:00,2018-03-14 11:39:53
b1a7e6bea48ebd760453f2975eb5c5af,06aa0aa8c22027ebb953d501c4238512,4,,"Produto um pouco fino, mas o pelo é de qualidade ",2018-04-28 00:00:00,2018-04-28 21:44:32
ecbfcb456359c851e1364e1ffc96a2fb,12d8f84b2205c7654fdf6768718d243d,1,Horrível,"Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?",2018-07-11 00:00:00,2018-07-12 11:36:20
28304ac6f3673ac20d1013fd01742f77,5b74abebfd5bc1d137d7ade71c5cfd36,5,Muito bom ,Muito profissional a entrega. Perfeito! Ainda teriam 3 dias para entregar e já está na mão. Minha filha é quem agradece. ,2018-08-29 00:00:00,2018-08-30 02:09:31
e060d683fbec3059d25a57b7648cff9d,3a73a24fa6a0d8ffd462fb4bb62e66fc,5,,,2017-12-28 00:00:00,2017-12-29 09:53:04
edada860584e48a4ad8a29699c2d4609,92f4f749aa508d58dee50d9ccdb6c9dd,5,,,2018-07-25 00:00:00,2018-07-26 01:59:37
0f772e13999a23c70b6cf05852119ad4,32733fc014b67ef70fa6039dd8c6ba82,5,,,2017-09-26 00:00:00,2017-09-28 21:56:30
935e8f8854b178239034cef1f3a1d457,e7d3f9457c859cd5b63a25a4c2afb2e0,4,,,2018-02-11 00:00:00,2018-02-11 12:36:22
8a99d0aa42e8fabf3b4a8c90dee8bf03,737a2768fd261ef8391251a0ccbf150a,1,,E estao demorando seculos para fazer o extorno. Nunca mais vou comprar pela stark e seus parciros.,2017-07-15 00:00:00,2017-07-16 12:31:55
7f592b57c7cdf4d771713da1e7137415,8b761bca5ade41b47694b0225c668b75,5,,.,2017-08-15 00:00:00,2017-08-18 12:58:47
6996e4ed06e237f64c125d1769c5b676,9c9036dccc18ec72597a1abafc18d3b4,5,,,2017-08-15 00:00:00,2017-08-15 23:44:37
c63e9a3e71cf42f0ea0fed908b6c170e,378035ea5017f82d47a885f52fff9be1,5,,,2017-05-18 00:00:00,2017-05-19 08:43:06
d77f6dcd64a51cc98282fb5430787b3b,c8c002c98c3b0b4d4136b84f76f635a8,5,,,2018-02-09 00:00:00,2018-02-16 23:04:56
92490fc7dfcfd1df3965634767cffc3f,22caa724849d26dec4cd73ffc70bc133,5,Otimo,O produto veio exatamente como no anúncio gostei muito obrigada,2018-06-29 00:00:00,2018-06-29 17:56:30
4aa02a94e645b6605fcfa460d288db35,1e73ecf14966e33e06e79c339fb3f7cd,5,,,2018-06-09 00:00:00,2018-06-15 02:09:47
6be662e5ff78f2dafc2b2fce09dcd104,1527028c6f0d2ca7a42e5337dc2762e5,5,Caixa transportada parc c,,2018-05-17 00:00:00,2018-05-20 23:59:47
4e942839744c8bda7713c6bc7e8d56ad,c0e1586eda89047d683b2bc7d902037c,5,,,2017-12-19 00:00:00,2017-12-20 10:34:35
bef93a63cb8fd8c391aca4af64a91995,ba16a6de753feb4dc0a6716cc3ddf951,5,,,2018-03-09 00:00:00,2018-03-09 18:44:38
a4a794239fef567117150ee987ad6973,ba8ebbd4a50913dea058ff7695922d95,5,,,2018-06-05 00:00:00,2018-06-08 11:07:58
1cb9f4343412b6fa9f2259151ccafbaa,19cfcf45fc399af9d3e9d1d98638997b,4,,,2017-12-29 00:00:00,2018-02-09 12:19:51
1bc69c42c41fbbd350a1cf7c5a2d72a9,40ebc9d21ae5f5d7dfd398f87e63f455,5,,,2018-03-18 00:00:00,2018-03-18 12:30:50
3dc5ce70656f1280000a83463de421d4,e631d7417c16066c831e8f2599673235,5,,,2018-01-26 00:00:00,2018-01-27 20:54:06
68ad4a27b22c0f9c70e0fd3e5909f255,cecccaa359491439461332bbb0dad3d5,5,,Muito bom o produto. ,2018-03-29 00:00:00,2018-03-30 22:28:44
0921984587f5daa5e4f014efd9a8a84d,b28a856ec450375c2c61dfb94250fbb0,5,,,2018-08-09 00:00:00,2018-08-09 17:41:08
d931df1bc548c2a626750df977155a75,fb469bc8a14b598d891a004c34546078,1,,"Comprei um controle remoto de um modelo específico e me enviaram um ""controle universal"" que não funciona no meu aparelho... Não recomendo...",2017-12-09 00:00:00,2017-12-11 18:56:30
62c39358bc63b71da444a1debfe0b6ff,73287734c7b95e805d54a35d062627f2,4,,,2018-03-22 00:00:00,2018-03-26 12:42:39
4583ddb3607b88e55614a926dc3ec1cd,083ade26303c53b4aa1c779b67d44485,5,,LEGAL,2018-06-16 00:00:00,2018-06-16 19:49:04
65427c6f16460ec95ce585302d8a1e99,19aeea45917083f03541b7d11afc8e2b,5,Muito bom,,2018-06-23 00:00:00,2018-06-26 00:22:41
57a3d04566ab1f6729141cc45161ba50,f75517cfb973c21eab8559a870263794,5,,"Estou muito satisfeita com a lannister e com o meu produto.... meu tapete simples e bonito, obrigada!",2017-07-12 00:00:00,2017-07-13 10:13:21
0b5be2fd8f547fae7f6d88573c0b7356,2e233dded5d8af5e2baa5c1fca89a6c6,5,,Gostei e o atendimento ,2017-12-22 00:00:00,2017-12-23 13:47:57
f6f95b35081235721b8e9129051ce0f3,6bb214f60f0b2331b730f74f70dc322f,1,,,2017-05-16 00:00:00,2017-05-18 00:29:04
06a3c317914170820d8fa2e3cd5a9fd0,fd22bd0610424ec9e62c1d98288b51e9,3,,,2017-03-25 00:00:00,2017-03-26 19:47:53
4d37507a52d8107b461a55392fe918c6,afc164a698c08de061cc7173650121fa,4,,,2018-03-06 00:00:00,2018-03-12 14:56:42
e17c6cedc648448a977e5626a2a9d068,b62490833ad4da4f0f696c9358737651,4,,"Muito bom o produto, só acredito que como defesa não é eficaz. Mas vale a pena ter.",2017-11-09 00:00:00,2017-11-16 23:07:20
2d42213ba7e168b249383b108c2f6262,dcd9141cf681c0a831e8988b32156d3c,4,Bom para ter,,2018-06-09 00:00:00,2018-06-11 23:01:21
71c88b8207a5c6518a57b92af2b9fc7c,68be1c52f0c662cedbe21ca137ca77fe,5,,,2018-02-17 00:00:00,2018-02-17 22:03:15
12c41b4dac4b9b6ba48834fb3b683763,5dc6b1dfab4fc8303ea318faec36a73e,5,,"Produto exatamente igual ao anúncio, porém levou quase 30 dias após a compra para receber.",2018-03-15 00:00:00,2018-03-16 14:44:09
35bd753bc196d9b857c048d1468bab2f,558731462aceb9588378c7c19194d2db,4,,,2018-05-19 00:00:00,2018-05-21 19:47:24
b1fd5bb8d85b5a49f90a0097b3029cd7,3eb08a4c95b522bed075ec059ad858ab,1,,Não gostei por que me mandaram a cor errada,2018-08-18 00:00:00,2018-08-18 18:19:42
3066e65b1383c7269fed2996c16ac214,9292a5004e4adeb999700abae47eb13b,4,,,2018-06-12 00:00:00,2018-06-12 23:13:24
841cec494d4e0386d1c2bfe4cb3317c4,c6c17394464f987209982d3f1423f068,5,,,2018-06-15 00:00:00,2018-06-15 14:31:08
a7f238f01b2e5590cbe7212022692012,cd24256f456d55df11e3049017c86d05,5,,Compro sempre e recomendo baratheon ,2017-11-24 00:00:00,2017-11-27 20:05:09
d8697b1efc93843999ae12298b7a703f,c263f74f0ce9f6d9e0f4608a22a67dfd,5,,,2018-05-16 00:00:00,2018-05-16 19:41:16
7afbad655b63c0a49c1d739280b591b8,540544251975ba4515aebe0ac8525067,1,,"Comprei 2 cartuchos

Recebi apenas 1 cartucho",2017-07-01 00:00:00,2017-07-04 14:08:57
63c761f149aefca945305229a59ba3fc,07440dff5293ea24c5fac25a473c2eef,1,Ruim,Sempre comprei nas lannister é essa foi a primeira vez q comprei e não recebi a mercadoria,2018-04-28 00:00:00,2018-04-28 13:04:56
6b9a600f1bb824da4ca38f65baf42526,736e1922ae60d0d6a89247b851902527,1,Entrega incompleta,"Comprei 04 unidades, e foram entregues apenas 02 pacotes com 01 unidade cada. Ainda não sei se serão entregues as outras 02 unidades faltantes.
De qualquer forma, a entrega deve ser de uma única vez.",2018-07-27 00:00:00,2018-07-28 02:36:10
7bb977a30c58ac862a3f7b42160d1133,0ea322b0cc5c5a359a4b83e2cae08390,5,,"Loja excelente, recomendo.",2017-04-28 00:00:00,2017-04-29 06:47:21
0cc11f3df6a8b77a75f285a87b06fc25,611f544f53c61bfeee1a6923ea8555a9,4,,,2018-01-13 00:00:00,2018-01-14 11:39:06
8ed7d7f54affd28604e20ea19d3318f8,bb102364b6a29f9f8683f21e5825595a,5,,Perfeito ,2018-01-24 00:00:00,2018-01-24 18:58:03
90d44b00e32087cb9eb4b5badd90c912,37c8cbbb816470ceb8a3026653cf3d3c,5,,,2018-03-29 00:00:00,2018-04-04 11:18:45
15cd7b3f6cde59e26ad7f7ca25e66ce3,b4c45d4cc2a2e24e10d4e20bae928819,5,,,2018-03-17 00:00:00,2018-03-17 21:50:10
729cd3fc494e99426ea54aa181c4b011,c0364ee18a0b18e6da5e7754cf4f4e8a,5,,ok,2018-02-27 00:00:00,2018-02-28 16:05:49
1982a4812e447dc010bd19a701ee03ba,55bde651a2c412e983a9ace2f3e05c5d,4,,,2018-08-16 00:00:00,2018-08-16 23:12:04
f552e7ae201891f34b7d7d1b489d8874,91ad6a8d591e94d9e1ca998185243e2d,5,,,2018-01-06 00:00:00,2018-01-07 11:31:09
acaff599f2bbb6b8995368bab93b6a38,7e4d4a50dc999bcf59d2e055db0f4b37,5,,,2018-01-20 00:00:00,2018-01-22 15:55:42
1a274373ba56f308a9c45e3d2bce3697,f7198d6fd9c02f8d7f7646b213376ddf,1,,"Comprei há um mês atrás e nunca chegou, não existe canal de comunicação eficiente e até pra reclamar q não chegou tive q esperar quase uma semana",2018-03-22 00:00:00,2018-03-24 10:25:25
a89a2a822fa6d983128e5ca229633882,5ad066b6e468fcd60b0d871bfa99112a,5,,"Produto excelente.
Entregue antes da data prevista. 
Adorei. Obrigada. ",2018-02-06 00:00:00,2018-02-06 18:23:08
0c7932c55debb2f4063bcc6c533a87e0,2939b6d48c2488e276205bc547c56aac,5,,,2018-01-12 00:00:00,2018-01-13 10:13:10
a3b2bb735bae4d08807789e03808e597,4f0a2c058df62bfe77f0e0e1e1ca66eb,3,,,2018-03-06 00:00:00,2018-03-09 01:38:38
e6c8f2ab517ef19dd0a02a771fecc827,008a40c2b8b21893e04945ce58854b55,1,,Esperando o produto para avaliar ,2018-05-09 00:00:00,2018-05-09 21:20:32
8ab87c4e09b7c1f1f8ea576a84513604,57490284e3524fb4b1c4112fa966cbde,5,ok,,2018-07-11 00:00:00,2018-07-12 01:34:35
63c4b179c0f64e4c6b1d708d914f80c5,b76cebb0a09007c35a19e98b178acd63,5,,Gostei do produto e da loja ..,2017-12-28 00:00:00,2017-12-29 01:25:51
d064c2d08b9c84bf45ba917282412ab3,7cbb15d12a1bb13fde596f305857b22e,5,,,2018-04-06 00:00:00,2018-04-08 15:32:02
6028c5b557d83ae5012c64908383ff9f,67b50899f52995848c427e361e10dde3,1,,,2018-06-28 00:00:00,2018-06-28 17:00:58
7968fb23803c69d0dbb64ddc0e6637ea,6fd39a1adde54d0a5e6fe5ddc6c8784a,5,,"Chegou antes do prazo,igual o da foto adorei.",2018-04-20 00:00:00,2018-04-23 03:38:43
8d652c40dddb2f5bdf08c784e99c55ed,e6bed0846d5d268bf1ebcf66eab19a42,1,,É a primeira vez que há atraso nos meus pedidos. ,2018-04-07 00:00:00,2018-04-07 16:13:59
99eadc591a8891e0ec5b79ac8a476f93,366446679f4ddbffb2d8934f1abef1f8,5,,recebi no prazo e recomendo muito bom ,2018-05-01 00:00:00,2018-05-06 20:02:33
ba6e4e2b6a543d1c4912158244448375,3d4bfa3de7e617f61d1ee3c87e95b204,5,,,2018-06-14 00:00:00,2018-06-17 14:10:24
329e25b21f481e37944d51ece2d3ddef,51c064ec2d79d398b30db3f8e1de8ec8,5,,,2017-05-11 00:00:00,2017-05-16 22:06:19
ad41656664888758b1c9c92c142130a5,22a1a580ac153c5e2f469d27ad6a4e3d,1,,"O produto não veio na cor Escolhida fiquei desepisionado,não sei o que fazer.
",2018-04-24 00:00:00,2018-04-25 01:13:47
fe2b57c56eb4d1d5062c6c066bfc14f3,f6806cb575dffe2dd24873502bc0b413,1,,Os cartuchos não funcionaram na minha impressora HP3050.,2018-07-06 00:00:00,2018-07-09 00:39:24
06601f008499836fa272eddf1a8ca538,b48959225675859f01913fbd8cb4abe6,5,,,2018-08-16 00:00:00,2018-08-17 12:43:10
f72cb5a49cf65547bcf2889d2285270d,0124e0c5bfae1979838a91e47df53f14,4,,,2018-02-16 00:00:00,2018-02-16 22:30:23
d54724ab5b9665127785f8883a2169ab,84d1f58195cae334b50f9088b38b3495,5,,,2017-05-12 00:00:00,2017-05-15 10:51:54
f9f3684248f9d0e8353ec77dbb60ced1,33c1911ef3652a03c6cb098b9399b1d3,5,,,2018-07-10 00:00:00,2018-07-13 00:05:47
3bdf54aab6fde663450c39b2cac03c69,af85e6e8c9f67f653b51429df7839001,1,,Empresa sem credibilidade.,2018-04-08 00:00:00,2018-04-08 14:40:40
4bd9e4744bded7a2390fabf2eab110ac,4cf6bc9c5e6ff30151bfb6f92f791b28,4,,,2017-07-13 00:00:00,2017-07-13 23:25:43
b02e3d09c45d296380a721fef404e9e9,42fa07019d8252444a920c348dc8b011,5,,,2017-07-22 00:00:00,2017-07-24 19:27:20
61a597b070ac07d623109c987e117db7,0733aab1e972ab531705cf45a1e77281,5,Recomendo,Tudo ocorreu conforme programado.,2018-05-04 00:00:00,2018-05-04 21:26:13
8b424645905cc609366a1efab5feab8b,4759dc5cd30f8e283de04872dd5446cd,4,,,2018-06-21 00:00:00,2018-06-21 16:36:20
91771029ef1e20041fc2dfc2859c8b07,f51cb113ad5e21bc6d8082bc824fb25e,5,,,2017-02-14 00:00:00,2017-02-15 16:51:26
16814e4d2e1cb7da90f927f41cb1bb77,99f10393ec3328b3b416a154afd5d714,5,,,2017-08-05 00:00:00,2017-08-07 19:26:10
8f30e2ed887e3e934713937f37e3d9e9,6f8ef1903034bc19ff5a5c51dbcec604,5,,Recebi antes da data prevista.produto tudo em ordem,2018-03-30 00:00:00,2018-03-30 22:05:21
a9c4371e5a7a938f944f39f68620358f,7deb5565bced95f67ceac6f5dc57d4f4,5,,,2018-01-30 00:00:00,2018-01-30 21:09:08
688cbd12d6c521ab52a6439f25f6ce67,08202fbf5047a2f85a0983ac291a69fb,5,,,2017-04-12 00:00:00,2017-04-18 14:02:43
0a2157168b60711364eae5c42873ab89,72c81a6a9dcf354f87393c361caa13ce,5,Produto de boa qualidade,"E muito bom poder confiar em uma loja virtual produto de boa qualidade e muito rápido a entrega ,ótimo trabalho!",2018-07-25 00:00:00,2018-07-27 22:26:50
bb4dd4d6ab24778dcc344d50acdf5507,d7ebe26f7b9c7600c40edd2b0edc7afc,4,,Foi entregue antes do prazo. Só não gostei da qualidade da capinha do celular. ,2017-06-07 00:00:00,2017-06-08 11:01:13
74818bfe63efcf28bf371f9e26162bb5,26543fb8b34f4547bcbbd431f998ee76,1,,"Não posso opinar ,pois não recebi.",2017-11-30 00:00:00,2017-11-30 19:35:21
4ebc2a805f936d2e6451207d574692e7,087c44ddc65697d4a3a2af9234c5a22b,5,,,2018-04-20 00:00:00,2018-04-22 17:14:52
e84e257b0071a6463a605826c0f8d3f0,e44411a5a41caaf23d52f1600d31d888,5,,,2018-04-10 00:00:00,2018-04-12 18:52:44
63bc958a29ce4306d4ccb83c7377dc40,8fad1f3654133d30218cd4b6fae827ee,4,,,2017-06-23 00:00:00,2017-06-24 12:39:00
1ae15cde19871f4c2dde850ec686a494,1227f9af3b2ddb0b95060aab8e5b3dc7,5,Recomendo,"foi encachado perfeito, e já estou usando ele! ",2018-05-19 00:00:00,2018-05-23 20:56:16
f803f9a978c8eb47c196cff020eff52c,95de62498e177002f6ef1949e2e788ea,4,,,2018-02-17 00:00:00,2018-02-19 14:26:30
53e01ec64ab0e751da71418bf1c5656a,7bba6be8b33b014bb9523db5f992d070,5,,,2017-07-13 00:00:00,2017-07-14 01:29:55
ec3405bc3869522ebf98a62ddbe2bb05,fe8568b0167c1e87d6f1dab1033c9278,5,,"Tudo trancscorreu tranquilamente.
Excelente serviço.",2018-04-11 00:00:00,2018-04-12 07:02:38
8b904d7a7dd42544fc4adc1a1acc6711,3deae78fe543fe7c561f18a237ad309e,5,,Produto OK e entrega super rápida,2017-11-26 00:00:00,2017-11-26 20:40:21
b6e92837a785c546fdd68aefed24016a,8bca89b4311c48e6e6a22acd5cebd242,5,,Entrega antes do prazo.Super satisfeita.,2017-04-06 00:00:00,2017-04-10 16:40:54
2553e7a7c2962eb06cae26643d8f682d,65a9d3006386a380f4b594577a01cef0,5,,,2018-02-20 00:00:00,2018-02-23 13:08:33
d2f938892a8fb04658f08d01fb402526,480295bd3b66aeb4f624e16dc17a7412,5,Excelente atendimento.,,2018-06-08 00:00:00,2018-06-08 19:35:53
43dc285f9ce66d3f419b0330e81d22a3,4fab84dd561f10bb9c98293f34d749fa,5,,muito bom,2018-07-12 00:00:00,2018-08-01 20:08:38
c92d011a07956f0563a0ce2677100b29,a3a0cfe6661449e2d725b5b1ff658d84,5,,,2018-07-21 00:00:00,2018-07-25 19:23:40
5f0111829b047538ac5ecb8bf5a98844,3db52c1df4d52ab19d7e7365d647f6fc,5,,,2018-06-05 00:00:00,2018-06-06 00:29:26
058bf7235b99d44cefc0359d3a2b325f,09fd9b0402ed675bbd1ee1e81171ac7c,5,Produto certo e rápido,Produto correto e entrega entregue em tempo ótimo,2018-08-30 00:00:00,2018-09-08 12:26:31
05ca1babda6d602bf6ca2e0870c12da2,43ada20efaad1c2c55197dd39050267f,5,,Produto chegou perfeito.,2018-01-04 00:00:00,2018-01-12 09:45:09
33dd60a4eab572eaab8cc5471ac412de,a1e393fb70c2916de4f93974682521a0,5,,Produto ótimo chegou super rápido amei,2017-04-07 00:00:00,2017-04-08 08:34:59
0fb840cb14a4f4706265ecc90a3b1fed,1166ac5af4262300b61e079c496223c6,4,,,2018-08-23 00:00:00,2018-08-26 10:55:33
d78e06ac8c5c0abe9f0d0ec9e49bc772,e1cbc1e8c3204aaecc891d1392f7b4d7,5,,,2018-02-16 00:00:00,2018-02-19 11:33:06
d9936355aee6f0c1cdf7ea52f100fa86,0f1c3e42f560452d091c6906f9accb48,5,,,2018-04-14 00:00:00,2018-04-16 19:56:44
78b9efb8261b5e02ccf0006b685c9afc,23fb5e6768dd0cf8df7aaa74d80f8ec6,3,,,2017-12-27 00:00:00,2017-12-30 00:28:25
0192fd0440f0ba2d289d2157b0f8dabf,7e28a3542ea8306e42298ea3718222ee,5,,,2017-12-27 00:00:00,2017-12-27 18:38:42
0c2915e69ee09c18b9c15b8035bdc5ff,a4b276bd4a9eba543ec90cdf29a67308,4,,"Manta bonita e grande, exatamente como estava no site. Gostei!!!
",2017-06-20 00:00:00,2017-06-21 00:14:13
75f91e575b47d638333669c942454309,4148591d51d8741aef65abefd186887b,4,,,2018-05-09 00:00:00,2018-05-09 23:26:50
78f97e5e30b6ddf3bfeae5d21ed2494f,44259226d73d340f929777553ecf199b,5,,,2018-04-18 00:00:00,2018-04-24 13:19:54
f555e112c09ed12e3ed67fabc21b7840,4cea4082bde3d6f0846e8a5537f3eeb4,5,,,2017-12-14 00:00:00,2017-12-15 00:33:41
6ee76a4f3dfa7c16f5b2e4c9a66134bc,c8426a2c3cc5c11e8aa0789c3238d4d9,5,,,2017-10-25 00:00:00,2017-10-25 20:20:59
