seller_id,seller_zip_code_prefix,seller_city,seller_state
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
8ae520247981aa06bc94abddf5f46d34,88370,navegantes,SC
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
4992e76a42cb3aad7a7047e0d3d7e729,3334,sao paulo,SP
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
4371b634e0efc0e22b09b52907d9d469,2028,sao paulo,SP
8f2ce03f928b567e3d56181ae20ae952,5141,pirituba,SP
a44fb5a447105f8469bdf16bf9159f25,91920,porto alegre,RS
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
bfd938b22bc99bce1ae60dc602889f52,22775,rio de janeiro,RJ
c12b92bf1c350f3e6bf88d3596219c86,17400,garca,SP
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG
0fe2d9733ed841eb064503920015a8c0,19906,ourinhos,SP
244c2f1bff6afe1f2eaf9bfe9b2aed38,8832,mogi das cruzes,SP
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,3880,sao paulo,SP
974cf2cb8f4b7add98709c30df02fe10,14802,araraquara,SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
5b85809efd0d0e4dea1a9544e1280ed9,19020,presidente prudente,SP
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
c9c7905cffc4ef9ff9f113554423e671,6871,itapecerica da serra,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
e5e33c0d8e7e002f398f5dc4cbbb338f,17032,bauru,SP
9906e7aa42a3c067b7c9a564d01c4320,87065,maringa,PR
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
1025f0e2d44d7041d6cf58b6550e0bfa,3204,sao paulo,SP
891071be6ba827b591264c90c2ae8a63,3872,sao paulo,SP
3c4e0452bff7a2a788179488d3d77032,83408,colombo,PR
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
6e4a902d1054e4e17aa6eab87fac1c75,18090,sorocaba,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
2709af9587499e95e803a6498a5a56e9,3813,sao paulo,SP
a1474fd46fd3430168f7ec202da39408,83321,pinhais,SP
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
0be8ff43f22e456b4e0371b2245e4d01,4461,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
13d058e4eeac2ce8217660b2f8a05812,6080,osasco,SP
e48b04bf1aa1ef711caebeb7aede6180,80240,curitiba,PR
1b7e5006cb25dd23ce8686691013b121,2350,sao paulo,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
1838dd9b8977065acf51d95e0053ea7a,30882,belo horizonte,MG
3a490ba60afa30ece0e7d50cfe74a4f0,31365,belo horizonte,MG
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
2addf05f476d0637864454e93ba673d5,70856,brasilia,DF
655220df33262c7e0c4949a147366f94,9951,diadema,SP
de9727ca376d1be6ec121b110aa7954c,87114,sarandi,PR
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
ff063b022a9a0aab91bad2c9088760b7,9171,santo andre,SP
d94a40fd42351c259927028d163af842,37443,baependi,MG
0885aaf116795758dfeb5f1032487bcd,8541,ferraz de vasconcelos,SP
e4fc40017a6d22c46a14ac2e17f87c3e,86702,arapongas,PR
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28615,nova friburgo,RJ
7c4618c82226628831613e95e9c22f44,18136,sao roque,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP
20b54c376b794ed028df09a3cd88e8dc,9560,sao caetano do sul,SP
42bde9fef835393bb8a8849cb6b7f245,71551,brasilia,DF
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
0e982cff76cc0579f632cea8a0e38c9d,88316,itajai,SC
6ee85be3693ed79a8e80718743d80655,3937,sao paulo,SP
880eda903e719a5f179f7e9fceb3a69d,14610,ipua,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
f9244d45189d3a3605499abddeade7d5,3029,sao paulo,SP
66e0557ecc2b4dbea057e93f215f68d8,4771,sao paulo,SP
228e4c1a0be164f613d41c24345f9d2c,86360,bandeirantes,PR
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
