order_id,payment_sequential,payment_type,payment_installments,payment_value
7e4d4a50dc999bcf59d2e055db0f4b37,1,credit_card,7,79.56
80000ae9d118d79953522e35cce34f13,1,credit_card,2,121.72
825c221a4e981f278e9c5ec6ead83a3f,1,credit_card,4,87.44
ec34ce0f06a9a35ebf0f0496d595bc84,1,credit_card,1,126.68
2b9319f90cac6853394132c982ff27bf,1,boleto,1,172.81
3b9de7cf25713aac3ab7e5cc48d83983,1,credit_card,3,135.05
43c20095b0f5f569fe0d24426cf8a7d2,1,credit_card,3,30.69
baaaa6a46bf8f53d113193a6a23efbd4,1,credit_card,2,185.94
32733fc014b67ef70fa6039dd8c6ba82,1,boleto,1,256.05
fd22bd0610424ec9e62c1d98288b51e9,1,credit_card,4,45.86
5e8c4235c5941812c1831d835ae020fd,1,credit_card,1,148.69
76ae7f8d0104f4808d4a93f4b81661d7,1,credit_card,2,59.85
e68a0761535bd432bb847f4ae7b7b4c0,1,boleto,1,145.66
479715da59efdc67c1722f985a94d18c,1,voucher,1,42.0
9ac3e0dd6aeb10079e605b2e0f1cd7de,1,credit_card,10,576.88
3772bd82db6b988f9a7008bdb3a4b729,1,credit_card,4,116.94
99f10393ec3328b3b416a154afd5d714,1,credit_card,5,155.14
ab8d7e03c02e35b89d4eee1dd9ab65ca,1,credit_card,1,31.38
4f0a2c058df62bfe77f0e0e1e1ca66eb,1,credit_card,1,137.55
faa01b7a24d0ba51d0d0ec652cd9b745,1,boleto,1,69.13
8f7075f9808a783f9794cf5f7e1860d5,1,credit_card,1,125.2
e9977cc6d0f97447ef0f4fcc2e082fc8,1,credit_card,1,85.15
09fd9b0402ed675bbd1ee1e81171ac7c,1,credit_card,4,166.38
e317f41180b8a6fa3ce86b6fba6ac3fa,1,boleto,1,158.27
5953d2dd57f0e259f8b8489c37556e00,1,credit_card,4,128.05
f05ef3ecdb7796d93e204c0a7ab76759,1,credit_card,8,264.59
cdb67b9f52b1b7cd79169a5aae48d7c2,1,credit_card,2,98.71
b3e2b81932a8bc32dfffd128937c3c5e,1,credit_card,10,220.04
b89601b4491425014432a96e02034092,1,boleto,1,36.75
14e3b02a42f36ad7bdcdc8a0df427be3,1,credit_card,1,72.25
bcaa7f7240deb32b0410ee6cc085d9b4,1,credit_card,2,136.16
378035ea5017f82d47a885f52fff9be1,1,boleto,1,33.42
5c4ddbfa718a93f4b6b964b9e19472df,1,credit_card,10,181.55
6c27984bddb654e222cd1b9a238d2e74,1,boleto,1,55.22
9dabd200c58f609f380ecd1e44898086,1,credit_card,2,260.97
40ebc9d21ae5f5d7dfd398f87e63f455,1,credit_card,3,114.78
c8d07bf0161cd0a2aacc163c238f397e,1,credit_card,6,235.19
249ec92a8757d3abe81210827a19f08f,1,credit_card,1,97.79
4ed4a6e12e74982dd78c78df1ed3f372,1,credit_card,10,151.7
c1bb3ffb1aeb6afbe42101499bd15708,1,boleto,1,131.44
8a2d731a57d62d23bbf9556f80343140,1,boleto,1,113.62
73c0786753e32171d5d1bba1e682b4ba,1,boleto,1,31.69
19230cac8f45f89fc992b4048422b72e,1,credit_card,1,90.27
e06ff711ddcab05c3651a9b1bb003950,1,credit_card,12,138.28
d43d694cf81ca89d8e50c6f3c199f0de,1,credit_card,1,3.58
ce8502b200546c12a54e51a65f313f34,1,credit_card,4,45.55
abd7d619de0d42df3a64707190c05bb6,1,credit_card,8,403.8
26543fb8b34f4547bcbbd431f998ee76,1,credit_card,3,103.55
042649285cd08ef7c546445419b43407,2,voucher,1,50.0
bd34db34f886a82d2f7e9214b6fd01e0,1,credit_card,2,176.9
e45620eb46de3b95c078fb17e75db83e,1,credit_card,1,163.98
22a1a580ac153c5e2f469d27ad6a4e3d,1,credit_card,5,108.67
ca786c07fdbcd2a6beb42eab64c23a3e,1,credit_card,1,12.99
558731462aceb9588378c7c19194d2db,1,credit_card,3,1089.96
4ec3265e1601e14b39e11dee2e1d5fc2,1,credit_card,1,93.64
2e233dded5d8af5e2baa5c1fca89a6c6,1,credit_card,1,175.77
aeb5c78d2d8968b2a53ac5d6a554cdb4,1,credit_card,1,59.34
1227f9af3b2ddb0b95060aab8e5b3dc7,1,credit_card,4,47.05
8b50d4c9560cac1625c6fd9f536fc780,1,credit_card,8,1730.87
5b0ee19a3125fc083348baa76d816ed0,1,credit_card,1,90.98
d7a1546121d90a9aaae7a851291d2ac6,1,credit_card,1,96.81
55a54184af6cdb5cbd95d124883c2dbb,1,credit_card,6,117.57
f33aa647f08ec9623c76b6212be92333,1,boleto,1,100.34
edd3d7495d5177045823010a1f6ac22a,1,credit_card,3,96.55
32f7f9fd01c6b5592202b48442caa441,1,credit_card,4,40.0
f97b2bdfbaca9c2f04722d8cbc8cc8a5,1,credit_card,3,245.6
37c8cbbb816470ceb8a3026653cf3d3c,1,boleto,1,69.52
3deae78fe543fe7c561f18a237ad309e,1,credit_card,1,79.33
f644bc7cdc4cf0854f50017d5ccfff50,1,credit_card,1,142.7
82b1c20e33da405ba22cded4ff91d160,1,credit_card,1,32.77
407fe646704ea7828e324c8ef7e7e616,1,boleto,1,445.19
a95f8f8384a13be626e06154468a9200,1,credit_card,2,45.0
73a12daa7a024fd6a3895ffcb1fc99cb,1,credit_card,1,0.27
b2e5be9642d390480c19fbc80e533de6,1,credit_card,1,68.23
55bde651a2c412e983a9ace2f3e05c5d,1,credit_card,1,56.1
4cdf8813fc5f4c3d74041453f606868c,1,credit_card,5,279.27
1dd524259037e53865e1fbee3697183b,1,credit_card,10,302.91
57f7bb7d658b442616fce795fcc30146,1,boleto,1,95.59
07bebe0626c8053ad425381fe0882655,1,boleto,1,77.57
af6e44b9d409160a33f41a80537af9b2,1,boleto,1,138.17
39c438f2a835b25cd51bbd1bed5d089e,1,credit_card,10,344.61
43ada20efaad1c2c55197dd39050267f,1,boleto,1,115.44
4c074254980764fecff977c97ce88c4d,1,credit_card,1,41.84
cd49c5c6f772ac87200f116a7a5499e5,1,boleto,1,116.43
4148591d51d8741aef65abefd186887b,1,credit_card,1,64.03
0c5c8063a673f3c44b6499053e534ccb,1,credit_card,1,138.6
f51cb113ad5e21bc6d8082bc824fb25e,1,credit_card,1,194.01
07440dff5293ea24c5fac25a473c2eef,1,credit_card,1,126.03
52a547866cd2082c600fb72eced19331,1,credit_card,7,78.18
70b9629a764d2247cf5995014b7204d2,2,voucher,1,100.0
99dde9a4d6ee5c602380551b002ddad7,1,credit_card,1,105.99
cd24256f456d55df11e3049017c86d05,1,credit_card,7,158.26
710bc497ddb33d94263a302f17416924,1,boleto,1,33.79
4233067932385b2d8b301e18e1b75958,1,credit_card,3,87.38
309de5faf9baa8961fd068f3f4e44dcd,1,credit_card,4,44.09
1166ac5af4262300b61e079c496223c6,1,credit_card,3,164.12
3db52c1df4d52ab19d7e7365d647f6fc,1,credit_card,8,205.31
8d47ca771c5f1f48f545ecf4a7c85f82,1,credit_card,4,40.0
b17838c714aef16bc099010feb2261ba,1,credit_card,8,340.47
1674cd4deb921f97a794a8401ce9017b,1,credit_card,3,228.78
2939b6d48c2488e276205bc547c56aac,1,boleto,1,195.36
ad9259e8a14df6ee75201925f28d4a8f,1,boleto,1,86.02
3b1c5a036e0412d8c9dda3d6df67782a,1,credit_card,10,204.08
882c447d8edd3d32db6a03ff2fc74f8f,1,credit_card,4,48.22
2beb7e011571a837462a006a779881e8,1,credit_card,3,78.18
f5a1d7fb9cd502618f942b1295676f1b,1,credit_card,6,90.88
91ad6a8d591e94d9e1ca998185243e2d,1,credit_card,6,144.86
5001ef7f5cc08023f39a4f6b7c09b5f5,1,credit_card,2,95.01
66de0095e3cd190938887b524433e56e,1,credit_card,1,92.5
45881387721786e660460cd8bfcb2010,1,credit_card,3,127.31
33cd2b3de2ec32a78518fd9a66c98641,1,credit_card,1,27.68
4d34da0824213ee7962a5c5ed32b3f51,1,credit_card,3,36.78
06aa0aa8c22027ebb953d501c4238512,1,credit_card,2,78.78
5468ed226abcf74527e93b11988e4a3e,1,credit_card,6,253.34
e06ff711ddcab05c3651a9b1bb003950,2,voucher,1,46.04
7f922477f06db4ab69f6f173f439088e,1,credit_card,1,43.28
e1cbc1e8c3204aaecc891d1392f7b4d7,1,credit_card,5,416.54
a1e393fb70c2916de4f93974682521a0,1,credit_card,7,72.07
42769a5163a34297f4458dbccf206b36,1,credit_card,8,125.53
e849e2829de302019ae8bd9924055171,1,boleto,1,606.46
cca0fdbe32d86d386a95c02433412640,1,credit_card,1,171.97
e0043b9e113bdc5f84b14893d62e00ac,1,boleto,1,171.32
736e1922ae60d0d6a89247b851902527,1,boleto,1,7274.88
6106af2a0590979c9d7c7918f6eae6ae,1,credit_card,2,70.03
00275bce676303c3bfd7292aefdfa223,1,boleto,1,293.36
0739104e30e20de6c0956c0889a9b9dc,1,credit_card,8,394.31
a820e4b8830258a148d161ba6d8bf419,1,credit_card,2,42.11
e59dbfb7d81fd513f1ffa941fe849c57,1,credit_card,1,117.97
e750c043ac98c8eb957cb52789f126b0,1,credit_card,4,144.0
c0e1586eda89047d683b2bc7d902037c,1,credit_card,7,89.56
737a2768fd261ef8391251a0ccbf150a,1,credit_card,7,75.79
f0cb299a9702d7db4e501895d61d2baf,1,credit_card,3,122.89
6813f213a0d422a84a0e231bffc5fda8,1,credit_card,5,51.1
1fbebbbba3149f89e410951ca531cae2,1,boleto,1,237.99
afc164a698c08de061cc7173650121fa,1,credit_card,1,77.57
8bca89b4311c48e6e6a22acd5cebd242,1,credit_card,1,92.84
bc3551dbac6e56b70347f161a1c0e434,1,credit_card,2,173.49
5cc6d864fa9e1a90eaf5207737549ffc,1,credit_card,1,396.24
056a1317ffaefaa2dff2d9ecb54fc7bc,1,credit_card,1,68.34
72c81a6a9dcf354f87393c361caa13ce,1,credit_card,2,166.35
e631d7417c16066c831e8f2599673235,1,credit_card,1,121.97
faa72e2db68f17d71fa5c725cafc53ad,1,credit_card,1,126.2
a45087c16cf11897252052baabb332c0,1,credit_card,3,166.71
d9e85a628a68f162d46b273ae52d0119,1,boleto,1,94.21
fb260abf14e47c95a0b19acb1ab3ed43,3,voucher,1,14.06
12d8f84b2205c7654fdf6768718d243d,1,credit_card,1,74.67
8fe3b44d3161e377a52ba346b2b0ec08,1,credit_card,1,53.48
546c8958ff67b28473cf140ec32a5a91,1,credit_card,10,102.56
5cf925b116421afa85ee25e99b4c34fb,1,boleto,1,106.81
338be6220254203898339bb8b6021138,1,boleto,1,124.02
3785ffb02b0b201a23df7daf357c271d,1,credit_card,1,54.93
853927b32b0ebc007ece729a314338cd,1,credit_card,3,214.05
5b7aed674843fc9b20d1c4cef543a761,1,boleto,1,59.22
544bad401327a8f0de6786c7ccd73c8b,1,credit_card,3,263.13
454b6ccf9f8f2c12b3a00ee763e027b9,1,credit_card,1,60.42
71cefe5177d8b6b11dce9fa4060f01cc,1,boleto,1,58.82
989829039549b9b62b547646ee72c034,1,credit_card,1,55.24
ce500b2ca0d960f937fb4d24282d3291,1,boleto,1,151.53
832c61671b530bdc7d56880581bc2146,1,credit_card,5,103.55
d33a24a5ea67f8f5a06b0a32e53f3acf,1,boleto,1,78.19
ac8b3ecc5daa5b2d54a81b3ba337bf6f,1,boleto,1,118.3
0bc16cf0c58995bbc893af2e151534d0,1,credit_card,10,436.49
c6c96aae858cf470816e5080de363e47,1,credit_card,1,10.17
d74cdf7dea16668a34d57964004f0e94,1,boleto,1,714.35
16bf4bebb63fe2842793fa1e3fbb83d9,1,boleto,1,27.68
f55863be6758b60482c4bdfa3cd016ed,1,credit_card,1,126.04
ca7296a83aa279afb28c2388a4f48891,1,credit_card,3,102.96
ae58081c0be4ca730f53473f8f5d5df7,1,credit_card,1,27.29
afd1ca4a245a9a04d0f8d5dc1ccb7ed3,1,credit_card,1,57.23
f2228e3e55ff956909ad7750f08516fd,1,credit_card,3,170.96
2fcae632b06e40088d1800fc1cfc3e69,1,credit_card,1,28.28
b5eb3252f8e5ded7044d176ed49e2ecb,1,credit_card,10,468.69
cd323a618a599ad1cedaeb75d1d5b8fd,1,credit_card,6,155.63
7cbb15d12a1bb13fde596f305857b22e,1,credit_card,3,32.38
1c4b283e95602be28c975207016558f1,1,boleto,1,37.83
fb469bc8a14b598d891a004c34546078,1,credit_card,1,32.38
540544251975ba4515aebe0ac8525067,1,credit_card,3,74.2
5f8772295e1adb4e4832c988d6b631b6,1,credit_card,10,199.89
22caa724849d26dec4cd73ffc70bc133,1,credit_card,1,83.55
fa1885a7cb632c832c660cc710bae77f,1,boleto,1,98.34
de76f809479b8391b6166b1448d83f3f,1,credit_card,10,202.82
a3a0cfe6661449e2d725b5b1ff658d84,1,credit_card,2,92.12
f52b64a627a310405cfd65e2a23acb23,1,credit_card,3,126.04
ac17f36b9ec35c47dc44e96558d33dc7,1,boleto,1,745.69
5b74abebfd5bc1d137d7ade71c5cfd36,1,credit_card,1,58.79
b4dc09cbd4cc735632779c738cda842b,1,credit_card,1,55.86
0d5fb8614978748bcfbef448c8a74a17,1,credit_card,4,201.96
fb260abf14e47c95a0b19acb1ab3ed43,2,voucher,1,20.0
5d9fde36e9b14f9c646577bb073b1486,1,boleto,1,108.22
a22775141b5e773fb0dec808e36bf9f4,1,boleto,1,37.03
8021c3dc6a034e6f153035028d421c94,1,credit_card,1,64.29
5df16667b4591b93ff7b1930d8b7da36,1,credit_card,1,153.22
7e09cc861487709e81e6c729d2635208,1,credit_card,1,90.6
2bfd14409ba8ba1153ce42b2abc44bb8,1,credit_card,5,167.81
4dbf5de576e0e8d18ad0932e1ed8e89d,1,credit_card,4,328.14
f11d659584813daadb19252b9659a670,1,credit_card,1,57.0
569d43a54c364df5b367ab33e96eacf0,1,voucher,1,61.73
1e2b94b476c8738fbc5aed69524f2da4,1,credit_card,3,58.1
1aa78d3a94e9d8054d63fd230c076bf6,1,credit_card,5,310.9
63dd1232853b91debb2470c70da85dca,1,credit_card,3,117.94
27d6233886151ecc1ed368ce120ec5cf,1,credit_card,8,235.29
b76cebb0a09007c35a19e98b178acd63,1,boleto,1,94.4
22df89b611e2a03b4957043cf949e51f,1,credit_card,1,66.41
0bfd90889de46373db5089b3bb941135,1,credit_card,1,29.88
343ee80178e16012130cb0007eac5888,1,credit_card,2,322.2
a7b984cb7dba04216ef3408f9fdc724f,1,credit_card,1,158.17
8691ef52aa97f8ba6d500780b5897e04,1,credit_card,5,163.89
8bfc859f734def7a579d24fe9b618da3,1,boleto,1,45.09
4f62d593acae92cea3c5662c76122478,1,credit_card,1,21.77
3d4bfa3de7e617f61d1ee3c87e95b204,1,credit_card,1,162.68
5ad066b6e468fcd60b0d871bfa99112a,1,credit_card,5,119.84
d5a6117da9e539f1a08e0443644788ff,1,credit_card,1,48.3
d7ebe26f7b9c7600c40edd2b0edc7afc,1,boleto,1,50.14
e3ee317683c1cb4df51994ca63755d6d,1,credit_card,6,63.35
a67f04f0a3022835f86664a0070fe36e,1,credit_card,6,83.23
28037715728a348c84215e5db015de7e,1,credit_card,4,200.21
d8d8abd9a4aa1b36575678bdf5e9d23e,1,credit_card,10,331.8
77e4da3755c479aac3d6f7f2a5e94516,1,credit_card,1,114.42
083ade26303c53b4aa1c779b67d44485,1,credit_card,3,76.31
a5dfe2f94a7c8cb55a435a6ed9fc2c12,1,boleto,1,76.05
ad20d0dfe5b91c07df72dff0206aacd9,1,boleto,1,104.49
43b29d0de4927fa24f56341687c9e06e,1,credit_card,10,306.98
c5ba516dae0f7c34ba8ad92dad570249,1,credit_card,1,66.57
d7ebfa9a59497087b6f2383f00689fcf,1,credit_card,1,64.1
8628cf35f313fe2e46a2168f21860031,1,credit_card,6,334.54
9292a5004e4adeb999700abae47eb13b,1,credit_card,2,144.21
cdab66293e2e4ea2b956d8016c5ad97d,1,credit_card,1,132.06
0c91c4102d1858f4ced29970f55e54a0,1,credit_card,2,56.86
a162da83b66ff8c619d83b87c1de93b9,1,credit_card,5,291.72
f65681ae52bf95372fcd66c697752f3d,1,boleto,1,19.86
c8426a2c3cc5c11e8aa0789c3238d4d9,1,credit_card,1,50.85
6c04516be61ae90e04756c3290c405b7,1,credit_card,3,113.62
b28a856ec450375c2c61dfb94250fbb0,1,credit_card,8,102.78
fd117d65267f58ad33d914a3cc317543,1,credit_card,10,115.66
ca786c07fdbcd2a6beb42eab64c23a3e,2,voucher,1,5.37
ed8a6e0832d4fbbd240110423cd1b707,1,boleto,1,66.64
f8b990617b1af31bd9e7a3d70f8dafc5,1,credit_card,6,443.77
dc078338903735916fab84f036188dcc,1,credit_card,1,87.97
ca35a20423cabbc81c577f3ffe72169d,1,credit_card,16,160.12
943dc313319b98a46f1aa70d59b68715,1,credit_card,10,594.38
af85e6e8c9f67f653b51429df7839001,1,credit_card,4,364.91
24df3585323f6a191abb565d1706daf2,1,credit_card,4,202.82
49bbb428c234dcf31c4d66d4e8e1c04c,1,credit_card,2,159.68
23fb5e6768dd0cf8df7aaa74d80f8ec6,1,credit_card,7,75.88
d43d694cf81ca89d8e50c6f3c199f0de,2,voucher,1,30.42
dcd9141cf681c0a831e8988b32156d3c,1,credit_card,5,91.99
fb260abf14e47c95a0b19acb1ab3ed43,1,voucher,1,0.94
09a0d7c2cc6f652acd3537e7a91c7000,1,credit_card,1,81.61
84d1f58195cae334b50f9088b38b3495,1,credit_card,1,58.46
39a70e9e9b729b11dee34ac12478597f,1,credit_card,6,128.9
166a835dcb0ffdb5d917db2a93358502,1,credit_card,4,141.14
73287734c7b95e805d54a35d062627f2,1,boleto,1,39.78
6bb214f60f0b2331b730f74f70dc322f,1,credit_card,5,113.92
fea5a631859ef3c5c4a7ee9ff36096a8,1,credit_card,4,65.57
3762c0ef92b5bc397671e6d7e6d5672f,1,credit_card,3,73.34
7e28a3542ea8306e42298ea3718222ee,1,credit_card,3,167.74
5c1a7adae63c3dd38c445817f9947cf2,1,boleto,1,143.38
57490284e3524fb4b1c4112fa966cbde,1,boleto,1,157.9
194722a4c1cad67f5b368dce6edcc88a,1,credit_card,3,78.19
4cb0286c9f5805ddd172e00cef67ecc3,1,credit_card,1,32.43
b2b86f50f1d5ec8763fc9fc6894ac6c4,1,credit_card,1,22.29
1e73ecf14966e33e06e79c339fb3f7cd,1,credit_card,2,117.63
fa2de0086db43d394d58f69a111f8f69,1,credit_card,5,99.52
699b7692e65138e6874b4c6f42202974,1,credit_card,1,71.17
ff54c442f3e9f50941a09dcf4e061e6f,1,boleto,1,149.0
5dc6b1dfab4fc8303ea318faec36a73e,1,credit_card,4,366.19
229d2824e311bf2592b6b7ce32af04a8,2,credit_card,8,437.26
6362a7fa249232a216ff4ed1cec9f7b3,1,credit_card,3,246.26
8d994041d6127d2acc8d13aad557e75f,1,credit_card,6,65.84
8b3bda465a61f930742d256916d1d7d9,1,credit_card,1,97.29
e592e00712df4f05bd73ad01993c0251,1,credit_card,5,89.67
08d3b6ee17b7cb32e530f4488c3f6abf,1,credit_card,5,51.56
636f0241ddc83a3b9e37a8088167bd45,2,voucher,1,0.01
0c11df2b80d95b1eabdcdf3790bb3347,1,credit_card,10,204.34
a25b9ed9a3a53f53489c105482625129,1,credit_card,7,385.16
4cf6bc9c5e6ff30151bfb6f92f791b28,1,credit_card,3,76.79
c8c002c98c3b0b4d4136b84f76f635a8,1,credit_card,1,389.9
4fab84dd561f10bb9c98293f34d749fa,1,credit_card,2,76.41
a767f123fcb9ebe4eea953349dfd5a81,1,credit_card,3,122.19
3a73a24fa6a0d8ffd462fb4bb62e66fc,1,credit_card,3,106.51
261e71d2349c713eafa9f3df5972b95d,1,credit_card,10,172.62
4abd25ff34f0b324cadc39a6529b05c8,1,credit_card,5,164.79
09138fb3bbda7e400f9aac03c238385c,1,credit_card,4,48.04
480295bd3b66aeb4f624e16dc17a7412,1,credit_card,5,635.75
b9a6c5f5df52c7226ac85aee7524c27f,1,credit_card,2,117.79
d32fbb7b9c7d393b293c80e66091ee4b,1,credit_card,1,130.26
f23a4132d42810c7f591d372282ae3eb,1,credit_card,1,88.28
8747a928f786c8b31e0afb1b815886bc,1,boleto,1,73.34
6bdf9b89e5c81ead45dbc0a260dfbf13,1,credit_card,5,100.03
0733aab1e972ab531705cf45a1e77281,1,credit_card,1,76.41
0ca1bac7f133e0eced641bff853f52ea,1,boleto,1,61.0
2f6e1ce2926b6a1f5f9ea11d94b58cb0,1,credit_card,2,85.34
def90fc6c7d21d34a14af3d6e4d866b6,1,credit_card,2,189.51
4cddfa3db1f20697139ba4a46c4fd399,1,credit_card,2,47.69
0a15572811e0bc23e2963de1cdf344f0,1,credit_card,1,103.13
c0364ee18a0b18e6da5e7754cf4f4e8a,1,credit_card,2,87.55
0452166f3b0d8e378179ecea1efdfe05,1,credit_card,1,71.81
bb95c9f509ff2da87b6015a0d9046f0f,1,boleto,1,159.1
70b9629a764d2247cf5995014b7204d2,1,credit_card,10,298.85
377627ea55b004e8d55a2af17ba3c0e1,1,credit_card,1,207.26
4759dc5cd30f8e283de04872dd5446cd,1,credit_card,4,89.36
d95c203ba62b39ad3c3a2df8d5e7c052,1,boleto,1,38.01
3a97b29009aa1ec54a67fd256b762b14,1,credit_card,2,218.35
fbbd2baf2d839f10d73c99b4642ce46b,1,credit_card,12,124.77
e6bed0846d5d268bf1ebcf66eab19a42,1,credit_card,10,593.13
a5d3eeeb605f6e2ce95e590543148234,1,credit_card,3,170.33
008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112.0
410cfb42b9a36728a695fe883df04ebf,1,boleto,1,464.98
904d1d3bf21a8c56e931f8ac05d284c6,1,boleto,1,164.12
08202fbf5047a2f85a0983ac291a69fb,1,credit_card,1,141.28
2fc4ba497db1306b9048aceaf0f7e5a9,1,boleto,1,324.34
848e76f65aa5d3843c356d8a68dfa5b5,1,credit_card,5,126.33
5f4942fc3a59f2e62ae534f981105954,1,credit_card,1,57.48
99330d45c3ba6f45ad5745f6de036c5f,1,credit_card,4,217.09
086f617d66181efa193629791e0a9076,1,credit_card,1,111.65
4cea4082bde3d6f0846e8a5537f3eeb4,1,credit_card,5,56.78
4ce0d39282d4d45834a51b1ca7fbb311,1,credit_card,1,41.83
d5d0829757e3f168a603b3c272d96fff,1,credit_card,3,72.38
2c5871f32e23db4f41bf1c58df2f1bee,1,credit_card,1,73.34
0124e0c5bfae1979838a91e47df53f14,1,credit_card,1,62.38
16e38caa92e342c7780f68832f832d4d,1,credit_card,8,243.36
b1d045cd447d2961b72e0d67c18f5d94,1,credit_card,3,146.44
2e823fe077401bf3d30b8a47e324571f,1,credit_card,2,34.01
611f544f53c61bfeee1a6923ea8555a9,1,credit_card,1,124.0
2fcae632b06e40088d1800fc1cfc3e69,2,voucher,1,2.72
385408894abaef5ea2b48046ca02f823,1,boleto,1,45.0
2bec039adcca39ad3a2d76a949e6c99d,1,credit_card,4,329.26
0965b209e76b9ac20f7dc673c735ade3,1,boleto,1,137.6
908c02868bb2a9b847e64b23139137e5,1,credit_card,5,149.0
0611e51b65ca1c2274c5a2463141dcb6,1,credit_card,9,466.81
21c9855588b3946347dcaa1f159edcd8,1,credit_card,2,21.78
f0b2da40b961baf662d31db42b3964e3,1,credit_card,1,201.65
233f0d86db908dbeb6c2ae5675b31e71,1,credit_card,1,60.0
f8d1bd3e890e8a6792efb7acfc9a4853,1,boleto,1,147.69
a6f118bcb8721211afbb36e4a1e63610,1,credit_card,5,212.32
b62490833ad4da4f0f696c9358737651,1,boleto,1,90.73
a52e6fa2d7c6ecaf73ff5f7f10438339,1,credit_card,10,233.97
7deb5565bced95f67ceac6f5dc57d4f4,1,debit_card,1,20.55
c4ed5db53397cdd0f24bb4ba48f769f8,1,credit_card,2,23.27
32339685fefe9062d33175a4bc12d555,1,credit_card,1,43.86
6fd39a1adde54d0a5e6fe5ddc6c8784a,1,credit_card,8,215.27
26c032093452825fab1ef0adcde581ac,1,credit_card,2,128.54
dc15d43ae100ecc5bac78d9e974af643,1,credit_card,5,52.85
db7a9e1d2cbac54cc7ead44f1ae8535c,1,credit_card,3,192.98
65a9d3006386a380f4b594577a01cef0,1,credit_card,8,431.28
360d1b0085f85a626f77b5fe558e8ae8,1,credit_card,1,85.58
b38103e665600114e3155ab60ee0ef70,1,credit_card,4,48.3
6423db30ee1e8cbd5d066f414bde1a0e,1,credit_card,2,136.75
a61bafa3b59313a79ecd7be1ca2a2477,1,credit_card,6,277.08
33c1911ef3652a03c6cb098b9399b1d3,1,credit_card,3,98.35
a4b276bd4a9eba543ec90cdf29a67308,1,credit_card,3,79.24
