customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
ff56a290f17f6ce95604d2e7c1bd3ab3,ea66333f17fa50810ec4c4c27e4b2762,74160,goiania,GO
5c2bab9a09604f016d9ccd13242db649,b849f49416bd94ee6b0a4d36fce5b3a6,21021,rio de janeiro,RJ
de4c2b462c44197b26b6e596865da44c,341b6946aa6278284d3986112c43def4,58078,joao pessoa,PB
fda9a2bf4f0b8d64bf713e261189a2bc,78eedca806b2985523d1629c15738a16,7411,aruja,SP
1de5dc5b831942a9161baef126e93870,d68ed97669e9cee5b36211dbc592f4b4,19023,presidente prudente,SP
3663cf3c9fafa9cc511c4d990ea35326,e80f396188991ae350a0c187e8740e97,7032,guarulhos,SP
55c9db9425ab8c9ee904753ebb3e9718,e1ea7d8ad8c1ff3197216e53eaf035c2,6606,jandira,SP
0c6ddd0fc46185e7fd0bb6d767bf4d36,daaa4bd4b2ac37cd00efc852878b626a,77360,parana,TO
6585b54dd5ac7f69a3ea0b4c6d6ed130,6e90e6c9f3c5677e9d9ce080b95eb0ca,4001,sao paulo,SP
86d7e0b2821894373d67a03352affdcb,146f4256a3f10b6522215a138d9ac678,90640,porto alegre,RS
6e1291c1d47555fbfbf4fcfbfc13fb17,4746c99fe8b7985f53cb6885c456defd,73360,brasilia,DF
3703dabac361c6249a0d8d21564fb925,edbd256c62af7487800128f3c7ac7e9b,5017,sao paulo,SP
417ba684f004a0a409878bbfe65cdf3b,767f4654c72d8b9de7c937321fe1b78b,36205,barbacena,MG
b494a22912f25bd9fd639019c32607ca,8faed9f9905a7647bb40da044ebcd769,98700,ijui,RS
6b05139c22666edaab8363c643187ed1,cfaea24d4b0531636fba2b3f22f2c919,4960,sao paulo,SP
4428f44a71d4ed03fdaa62d4ed852f12,3aaafeb4d8f3e1c48c172b1894f711c8,6793,taboao da serra,SP
d2e258817e38dd6847a2dead3bbafc05,0a3ce869b8386af24386cb035ce6f2e9,5432,sao paulo,SP
be803b9fe5a431219ecfd15e355099a5,12655f5ad85082fdeebd425a6c97d420,2842,sao paulo,SP
406c04dcbb14cfc2efdfa97866b1f17d,94dd49b40685c47677d891ba82313620,71015,brasilia,DF
e60d09530ea34dd2ad7a33d35bf73086,c7ca47747878996a42d992f15dcf023c,3386,sao paulo,SP
0bf644fc54b89e3ba5b32c2b9e618de6,9065ff1d98e9831c8b9444fa2710d313,37502,itajuba,MG
9f953bb4452203555445d713827f1465,f38e382731af9143e1321a49534c395d,71937,brasilia,DF
d32c1be9389b63d5e611ae874bf4403d,6d9284ebe2826c96d9be5d939fd7b1b2,24027,niteroi,RJ
c7f827df881d513428043f6c8153eb6b,bdfcfb95b8d3e5792240bbd5108a7096,75106,anapolis,GO
2939a5df4e8439863d6ef160fdd53295,98127c719e42b8d7a589415d6649b0d8,8530,ferraz de vasconcelos,SP
dd22f1d0142d9698c0848674e843525c,edcc7ce9b67e904a02c89576d13e1ada,1314,sao paulo,SP
e312f3c85be577c566c09d776b380735,b4afb55d2d38d9bbe0b83ec108c3e77e,3733,sao paulo,SP
5daf8a84ec87f4988b337626369c4dba,c02250fc9f9a3ef97113f4cc1da3a89d,73900,posse,GO
ad530f0385e180b5b52ffe8cb9658bca,977f002d10638d866aff55166707c13b,58880,brejo dos santos,PB
8aac7e3ddd515089585bbab2b7d85aa8,1d34beeda3b2d9a16c418c0d1419bdea,45710,itororo,BA
178e6ac2e067591cde169461107ac469,bf67bc97810b5410358114fa589ba7d1,87020,maringa,PR
af31beb9cb1ad7f0dd644d33b9e9ea44,1135e8dd0e81f7774a8d597380ea949f,31150,belo horizonte,MG
625ebee3bb8680d39f443c840f5afdaf,4935bb1bb7c09b682d4c224503e37861,13058,campinas,SP
887b8a65e05f6ac52b0084002f88b30d,bde6157addccf5749c409e1333ecb108,13045,campinas,SP
7cba2705c01b76fa986e0efd815d3b09,d1188dec6bca7728f5fce5f9dc4239b2,13145,paulinia,SP
b2bbf530455f67fe10265197326aab8e,d4318adafb89c4b369d6633e1739795b,4195,sao paulo,SP
94df3c23c37dc051dbb2f1d03a3693de,3603d5e336b125a3f5f659a1252a29c3,90010,porto alegre,RS
6f25b294d48cc71893594ae8ace3056e,0aa18d91a45ffe9217122c0e4eaecbbc,14160,sertaozinho,SP
a539b9d6f9045415d847df7fd525d2bd,59ea36903f78d0d954b0fc11c6203542,22793,rio de janeiro,RJ
4f4ed20c56c49d645e19d6e63e37517e,a5e903dd1104eac0c60b4ae4f61256be,22790,rio de janeiro,RJ
aed3f1f445a4ea906938e139249662a9,d6bc0e1efd0d78e7ca81be2865110c6e,4820,sao paulo,SP
d6e5a4173470d0e38dcff1153aba6397,4cf4dbc82dc5faf26d7f363ed00a4441,69018,manaus,AM
e25f3c0da7eeb0dd9bb46770cd17a61f,29cf32aa7e303f6d2bb67ccb6be7cac9,44082,feira de santana,BA
8d0705b3e380f94aacb2c36ecc0bd425,728c940d821dd0f5b9cb7d77cba38803,8431,sao paulo,SP
01214c5f31d06b6da030e5825b431446,9cd889bbd0b3e67db9d57ff266c44d53,4739,sao paulo,SP
458a7594568f442693c952daece0fd1f,fb3c2b037eb60ad2234266e7ba955715,3088,sao paulo,SP
efe064b5515dd171c84ebd7ec64ddd2c,1403b49485b8aa0a7880c320ad233fda,2033,sao paulo,SP
725ba0268900143556050bd3513a3369,6c1a470cc3b59370f0c874af9d0959dc,37540,santa rita do sapucai,MG
67a6887d8952c16de0e49e6ad2d6e2a4,e1a3369d056da99d86a2a35b3eb18ac4,30580,belo horizonte,MG
ecbefacde17c98967b427a3a1f98880e,54a6ac9eafde53270240650b842f57ef,22735,rio de janeiro,RJ
4e364c106217fcf45f21a4db793866bb,b18983823f3259d8f50a36496ea84a8d,7990,francisco morato,SP
3b0841e521dffa992a8ef9e4e00b2c9e,caca4ee1e654062eeef97972b8e24807,95590,tramandai,RS
b7972dea0691475465acaef017a83fce,00ff5e862f825ac56e5fdfaa6b69dc51,13211,jundiai,SP
5add6659c12e55e5d6379c8ce5786512,a46ae738be98cfe3a3459bd915ceffc9,94935,cachoeirinha,RS
437820aa4853d90478621dffef1aae45,a50a18d0f932c1cf1dec68cc1d281d8a,45930,mucuri,BA
f778aadf83ae85d8364c56f1daf01234,02bb821f9cd6c3079ecb9fed96232e18,13201,jundiai,SP
74a975276d0c266162d2ee51a6fccea9,c87e6bc73afbc7838281b585639835a9,44380,cruz das almas,BA
e19274edf7a9c51689822810be84c9e9,854c37b10f4e835f6bc91355c9a7346c,5772,sao paulo,SP
9d20953453325b0f8badf470f570f98c,186e4b97d2704e8b76235b8d7c5d38ab,6780,taboao da serra,SP
d6e011b818659fed8cfa433ec3bee9fe,d9ad1a4f3055a4d3cba840034166b1a1,13091,campinas,SP
a55b85ff2960e23e05447c3c371899b0,44723e30324b2effd5a8247794af92c8,70680,brasilia,DF
98fb13b264449f06da6834b86e0693a8,f27ce86890789e9bc697ee9d66e13860,70673,brasilia,DF
263d3314eb124da16668b6968c381690,864c5e4e1eb2432a0a373b4bab423ebf,3025,sao paulo,SP
05e8586e1ca488defddd47b5be9179c3,f053e082c3563fa331d4cd0c5d8ec177,18132,sao roque,SP
b31b5ecd79d2528b3340abb86f5c2a4d,a1f056aa9823bc1fb8206b00a9be412c,6160,osasco,SP
a7077f133d9d048e55dc77a59d97c83e,f175a16d4e5581676e72c0d321d9ff7e,84015,ponta grossa,PR
5b31d1ba9e2b08086f398b79477962d7,f11555b4396eaa69a4c0980aa3522648,78705,rondonopolis,MT
083e90e0576402957154264852d4b8ca,8b480743fbc5cbebc7c83868fa796001,53437,paulista,PE
fb60e1236b474808fc33b9d2bf26d323,27a79a1c25acfaf04056f8be771fe8b3,89899,ipora do oeste,SC
1c141ff3d234a4ea775feaf7d0024a59,cc8e5ca7b38506fa626340b3c84b6d89,87005,maringa,PR
1b353c00c71689afba44554e43cc5a76,83c6df0d47130de38c99cebe96521e8a,80220,curitiba,PR
97e5ea711c00ba54392bf866a7d5f1e0,381a91201a6359179846a3e9742fe9be,87035,maringa,PR
54c424fd34699c65ea6d0c12a80e4a72,3c1c6073be5e02b8f2c564a71d6874f3,4205,sao paulo,SP
3c71dc159116331b7643d296a921f725,dfb6c5f0a9757047b2b686bf88afac32,6708,cotia,SP
1373cf3dd7bd65ead85da26b09d4ac41,cca0adec0a3b226a6f181d73f4387aed,81490,curitiba,PR
1e46b29a43929d0f05b69dc61a3668aa,714ffea1de3f5bb655da5a3a8294cc87,24727,sao goncalo,RJ
ef019b3cc077faf03d999168daaf8d07,ac5c80edeb6db099ebffbf3e53ddcd69,9961,diadema,SP
33a3023585bff9c06044bdcd92c95b4b,2e87695ef69b7236c17c1f1e021ed36a,92500,guaiba,RS
2c4bf1b6bbd370f8ce5380fd47458fd6,31e0eb64c5eb715aab04433200ea4ed5,13283,vinhedo,SP
5044e8b37438c40fd1ec142dfb1d6807,9140d8cf5d92b74fd35c00e69a94146f,24210,niteroi,RJ
3048281f246c7e5342d10ac837c5c8ee,58e217b3560092a2aeb535376685dc18,89610,herval d'oeste,SC
70f95a47532d0a1ffd3b15302f61a1bf,34b6869483f9c2ebecee59d3be7f6416,38401,uberlandia,MG
00c7e84c0c77753093b456d787638eed,d691abbc71f38f91d187deedeb200290,84172,castro,PR
10101c15aec095b6078c8dd047739392,38fbfbb8a36e56ac7f401e5fa76f6aac,91280,porto alegre,RS
cf6c82a042005e750e4b3d9c67c4ff03,61c3f91716e12d5b61a072fff1d023cb,60763,fortaleza,CE
7dd4ca386e9a4add580925c77a483225,f5fb94d6a90c9c055bc6ea6489471601,84345,ventania,PR
a6a0a62ce165053b536f84be26fd22c7,81173dfefc72d08cc9b859fa647edd0a,13874,sao joao da boa vista,SP
544e77a62037110df48c7f23d0a320e7,4d49ed305390ff5ecd6ead3bfbdbd6b2,18720,paranapanema,SP
4d547b17f5dc533970786de8f7233eab,d3efd0ae3bee9c35f302e336aef87b99,66040,belem,PA
3ea256d0100550636253563da3e913bc,8c7be63e191ee9f0045e3b61a4d44867,29102,vila velha,ES
b9543736a1c64efd425d1fbfeb613771,50e1b12ee1e2eab6157d9c0b035136af,29104,vila velha,ES
dd06035a7c124081d791d46dea94f128,f251fa47f92c30e90adad31062a96a86,17018,bauru,SP
994ce8a078d9b40c268787c6ff42d514,77ca9de303d71489cdd541c373319818,76980,vilhena,RO
b593c249903e4280399e991fdbe8d7a3,afdd204d84a80bf0269cd6a84eb8c274,27288,volta redonda,RJ
3413b1a3a719cf261ac926114e3d3da8,fe86ce129cfeddc53998ddc884d92a46,21920,rio de janeiro,RJ
bd9f453692541458b7e80c8ec16bc167,9b475216704f39cb18ce448648b995e1,25655,petropolis,RJ
4d6a2339ba829456960bc4a6ac74eec9,1bcfec72dbcdc2a128b0a840d1c541df,8340,sao paulo,SP
a5b2145cb0a276784c2e3fb28cd1d565,49f8f0fe12795257f4c54b14c06e2f38,85812,cascavel,PR
229d046873d7452a773c42e0f35916f9,30cc7860f832668d8fee80418948428f,13401,piracicaba,SP
7b795a9df1fb7368c9c00514370d5c4f,45d7843cd73eb1cdd0af569b6b6e626e,13183,hortolandia,SP
933bf00ad9a4f8bfd36bd85e09bd6cba,4ccacf05f1c687822fc379cec1a70493,4401,sao paulo,SP
1a13719d21dafc59a8a17846e0172f0f,21847820266c73e9c86cbb702e2ee3f2,13630,pirassununga,SP
5331ac2d2ed2def738a9c200cf8ebacb,d15f677a07a60a4f9720424d88ee9d67,15040,sao jose do rio preto,SP
216b824e1aa1817c80b40f8f2f8b246c,62bdd32424b656b8a1eafe5786bcdc32,89560,videira,SC
9434d806ad79343f0380e4c9d87453bb,5697fda4932c74e997cd7ed468d3abe0,21381,rio de janeiro,RJ
66538c9da66571088de88815faa7ee9a,8c9f376c4c714c1afd0255c7cd38b492,30295,belo horizonte,MG
b323dd4451f8a811f505bd4c597bd181,659b2485938ee7ff6b7914b5fed15de3,1524,sao paulo,SP
72430ca7638959110ed1dcc035402546,d1253237cc6eb7a60bcb018343642b0d,17300,dois corregos,SP
f160aaf480efdfa7268f0fa535f73e76,2d1bf256227e4d22d10ea6c0b81809d7,96900,sobradinho,RS
f68bb3a77af642b3618a3a67fa542e47,23d400ad6551160747b6372767a586bc,31578,belo horizonte,MG
499311489d89baa6ed8f9f9f1f3758b8,601725677c1484660662470921a9f01d,3605,sao paulo,SP
a11dde3e6e22e6541818f5e81563bfc7,5c88de047e539f2ed9a643b3c7522f14,17250,bariri,SP
6099b4a3bbcc0a01fb20ff6cab0289e3,aa1c9c908a46198cf8b8fdc5c8037688,1007,sao paulo,SP
d6708bbbd2d419475869a84e41f620a1,12bf514b8d413d8cbe66a2665f4b724c,30840,belo horizonte,MG
7d8fc5d1f066bc73c68e6c207878c1b4,de94623fee735ec65d034e247e2bb488,33913,ribeirao das neves,MG
a88f6b2e3e51c830e4850876c911fb8d,3867198d50d68da57284e0cfec9d1902,47850,luis eduardo magalhaes,BA
254a99b66d18dc590fb0b5e226382afb,9b97ef812444a46c3eb4d21ade18bd94,36010,juiz de fora,MG
250db83427885000b3aa996cf9dc3a72,4a6fae603f245a9312b737c601aaee78,24230,niteroi,RJ
498262061f04103f440f2e643da02027,e8001d7ab27230c1f2fb39aa63aea136,28300,itaperuna,RJ
226236428096449139ada8b6e6bf4136,f75bc8b1aa3841ba66a6cf79255d3486,89820,xanxere,SC
bc01d798f24a959b19dc8168975bf7ec,dd4f1f5038183f09bdaaeff43ebfdf59,4556,sao paulo,SP
3e2c76f875903f5937c2713907124051,41c42af2699fa844ade7aa352aba78d6,4195,sao paulo,SP
1e223899442e479b03b6e0056d14b25d,3ec3b9e0f51059e087237fc0cb06427b,83860,pien,PR
6fe3e86aaffe0c52d238e4f89950ac1e,3543bfa56514a2ca65d2f2a7470e3ea7,49050,aracaju,SE
de67b8bed7fa293d54466d66bdaadc62,1af6a4167ec3bd3d41226dd8e0ec063e,9725,sao bernardo do campo,SP
f9ea98973ad5377b86d588b734afda06,454426cdbe8229d900b78aa314e386ba,80050,curitiba,PR
3b4d546d0e5f84a84c5cd3034c557b72,3deda78acb25da21d9e439aa39ec6ee4,37660,paraisopolis,MG
ab0703a77ae050888f246bbe42ae20d4,ce4630b1709558ea3d46969c4637a1c2,30710,belo horizonte,MG
8e4a0eaf18400c5715796fc724708d00,da56ade83334e416439ec0cbe4b666d6,41680,salvador,BA
1a954bbd169e7813291d468aff07267d,a8e08d4f5f9bbf0b7834866de94b6aee,17511,marilia,SP
56d9e13e6894b123c090a253757182a3,71b6cdf99467e93ff456a368eb86900b,55170,brejo da madre de deus,PE
06f3fd76e17823db11f5af33cc79ddfe,971257d709595abf1705177bb9e1ed5c,88015,florianopolis,SC
c68f1a0b156eeb49b2b3168e4ab55681,2aeb1b7d567e9e232a56cd0b80ec94fa,95200,vacaria,RS
7e65f2e10589a7e3149badfe2d5ccb42,21c746e9ba5ae5956248b2db75515483,7192,guarulhos,SP
ffed5d4f6245fe13cd57054621eec36a,01ba3180d3c6e7a6e269c5a542985423,9371,maua,SP
983286740ff2d1fd74d499fd1a711de7,a2b6e488aad29c0bb3621a5a9c5a9d41,83010,sao jose dos pinhais,PR
53c9811a9eed9e84d267b8a929840882,4474178cac55e98fa8fb5aeb55c9a06d,78043,cuiaba,MT
b965b22eb0be25b8a06e11e390c4ffb8,51888dc2073cdc153ece50f699ab8ec7,6765,taboao da serra,SP
25b97380259fb4fa328c4ab94b33c81f,1a42398a1e0806c36cc9aafac8a34df5,14177,sertaozinho,SP
16292a565a0a28cb79837f9e0aee1ffa,aea7ab8a59e1b8edde8454fef6dbc12a,81450,curitiba,PR
b54c3706d7d7a59b0f07541d4070dae3,1ab4eada30fbc61fccc37625314cd6df,39802,teofilo otoni,MG
1a87ac7d56c7f9d337a271a7c157184c,04effeb71dfa28a5096368addc3994be,5730,sao paulo,SP
fc056cb6f79dbf7ab1e6ea6ef66f7837,2d88f41123c35ee8ce8dadc83bbd8650,26510,nilopolis,RJ
a0a88da4a6858c8d7cc650bbd21949e8,d9a5ebf62ff59b5cef9e4e36b6a76f7e,97030,santa maria,RS
cf78fe7532c375731b3d6ce693a8600c,05888a33939ad06881d380349c0d0b1c,80230,curitiba,PR
0324eee00643cd63d11ec25cb930d53e,3d8b5f7499ecd5b1d995bb18d9ef69fe,21770,rio de janeiro,RJ
eb47fece1267f094ec35bc6efb35b9a6,e81fded4dcd87376e7d8ff1bc8e01cf8,13406,piracicaba,SP
70f455685561519d6a7770423cbb01ee,c81c9108cffad3027309e6f0ff327de4,6704,cotia,SP
96b3ea36ae6536e8d46ac247b72b9364,1ac1c20d54ae0a375b77d6841663762a,27525,resende,RJ
be0e2abfe1e57a99b37f471ba7380aa6,fb3520ada3c1bbc8b1b978ab735370aa,65740,pocao de pedras,MA
9b079dd2ab921fbefaa935054ed0e183,d9d7323fcb35521dd088e0e0ad50e8c7,9691,sao bernardo do campo,SP
6285f604fa70a13975a094497da3bf6b,b38732950105417b181136c00f9fff9d,69908,rio branco,AC
c8b8fc6a174f7e78125428ff2e452cca,d5abc2b56863ca7eddbeef26361b015e,26310,queimados,RJ
0dd70915d5f46c4cf8afce382e0b5b86,526126c9f6a2a58d226b574d4d6c2278,14020,ribeirao preto,SP
caa3fad70b77994e203633b13ea16118,b617fded6582af145caf2e8276e21a66,19840,maracai,SP
daf60dffd5783e6927f3660ed83ecdd1,3a6de17201bd68a1fca5da3603f90eb6,9390,maua,SP
e630c8a8b546a3a6486ccdca9cc6eb0a,ebcabf25f7c1fe3f0b1dc696cb94f1e7,13411,piracicaba,SP
5e03611738b719fa467609220c293474,76cf771cab5ff219f8eadbde84f5617d,23093,rio de janeiro,RJ
25fc5fcd13751095236ea257c9cfb62a,ff4050535c1351cd0b834ccf1c9d07f1,23066,rio de janeiro,RJ
606526aa253b452a350ce935064f6418,9ebc06ad695ee9ea7a4aa816fbd3f1e6,97015,santa maria,RS
4d6c393e8d157f91ced96c5a89beeb77,6129e19fe543f8818740b4fef70c258d,19050,presidente prudente,SP
c60f17355c341bb9008e70012da7ba70,5f64321707b93bbc4a5494c5a77f3580,13278,valinhos,SP
d78589eeacbfd204322ded214caadbe0,14e5ef541a960b5424c0b5ca8efb0ab4,89620,campos novos,SC
f4514fc7499d3434ea63195c12bfca4f,2157586e083812fbdd11c89877b7c37d,7044,guarulhos,SP
8678ce9bb3f23410f28b6caa0813528a,49cee01774f85ef576192e1038cf9cc6,95800,venancio aires,RS
2351d4314775fcbef54ecdf9c93ad410,825d3949166e60c38be0fa30394176a0,37600,cambui,MG
3ba38209ae8f27771c90ec6b410f2043,91798cca876208ae649532488494682b,88915,maracana,SC
b14a788b10030beb7ea368ea345caf7e,7272e57415c0b45aacfcc713430ae98a,3685,sao paulo,SP
9024b6b926dff086c50dfd85762b9a45,a738c21ad87105ec4bcf95afff07f224,22783,rio de janeiro,RJ
e1757fdb0a5da58aaa609d9c28a203d5,ef31375aaea63593e90d4fcb4075fff5,19880,candido mota,SP
cabb8af06c1bc856f52368fd7772e41f,38d1d975968b0fc361aac11b1b18ab34,38082,uberaba,MG
cb633030180d869d7bb76aa783a78b6d,bdd790f120738cf7ae6c93b292f4dad2,4726,sao paulo,SP
0c0b4497d7324e5a4e31262c93fbc3c4,3595d21a3d79ff7a508581144acf0ed9,6020,osasco,SP
30abcca05e3c8ce1278a2d8f8abbdfc9,48c8add58f6544df93e408ca2f7e9333,8450,sao paulo,SP
c3537eef72f2b883b3cbc75b1b9480b5,f6b24980bbfdc9bd9420a481a20f5f64,8190,sao paulo,SP
c38daf55356a31e900fd1f44eb1609d5,af6a2de82194f10015a08e0def0cf911,36570,vicosa,MG
53dee9b3304eaaeeb645b5a449759c51,7c04c69b4ac32197d04966494ed66bc8,22010,rio de janeiro,RJ
020c87503e1eeb262f17c9e7c0b556b5,541605c030a175016e7f070836946584,3660,sao paulo,SP
bbeb2d228004bb46b49889f614f80c48,38a3c2eb6f3a9c08efff963c5a551a7c,17012,bauru,SP
ec980872eea3778facea3e17ec48107c,ed18ac3d4b68e1401845d3e48636a8e8,22440,rio de janeiro,RJ
fd5e7ef8ebb833e81b09dc6c1afc92fe,5b143240c381316b9b1dc332176b4a71,36157,piau,MG
07c457249ec4f7f19f0244025b671ccc,e5d380f1cd5c220fdab47e0245471013,17690,bastos,SP
6640da9a0b84cb913692c909108f2dfe,896d1de66758324ec1c3007858f1da61,24430,sao goncalo,RJ
829d3ea58fe45816348ab857d059a6ae,1a8e0392b6e9191dfc159e9688fa1a43,3141,sao paulo,SP
05ad208d1e3ae7d49fc33c89026327d2,94f48c018010de09d9c471e5d819ea05,2041,sao paulo,SP
57690c2fc610a75de4875a2b9f1826e6,eed928b8e9367862e039a6fc6b99b193,13478,americana,SP
508477b76a482e31673805fe43e12760,90b8655cad0249a3486a2fd8c8a3f4a6,11065,santos,SP
6d03d9c7d95db6de5b59aa4d7218ec07,1cda4924a950d149dc93db0ccf548933,3071,sao paulo,SP
0d14d28bc941474750feb2e030e54460,329932a796b9bc326d71e3b932182cdf,4849,sao paulo,SP
da40474632f5b5c599e949b0800e7d64,6de77ffc3e5e321221ec0c1740a0503e,4008,sao paulo,SP
7c70a35d01718282e98dbe56e2765377,e3ae16d19be5cf256fb51663e6bdb073,4243,sao paulo,SP
4d916e585f3bb295dbc15dafaeaae8ed,9433a8f8dc53df230460bbde1f7cc734,22060,rio de janeiro,RJ
bbe208ab812ec207b4af5580b64e68cd,6d4f8f9b9520103722945bb5ddf878d2,88036,florianopolis,SC
dfb941d6f7b02f57a44c3b7c3fefb44b,8d50f5eadf50201ccdcedfb9e2ac8455,4045,sao paulo,SP
c913ae1bc977b139a50287f6bd0b1c19,d26b9e4b03f3c35e31689df0835fa1fc,82820,curitiba,PR
1f72dd32d17ef87a76bb334c45094010,6a3dabac1e1385555cd423ea8fef12c9,25561,sao joao de meriti,RJ
b970847909a71ab7da63fe4fa663987e,060bd06fe5f9303d3dc2c78a69afb684,15501,votuporanga,SP
1bb2273c4c26af24561221cfc4fbd7f1,647afdb8a120547075e55a9dfeba6bcf,8451,sao paulo,SP
9596cd16cfef60f8c7ec8c8d78d008f4,1aaf8586442c8d4d86aa61069f858c20,35920,nova era,MG
477b96a7bebf346f0b61baea85b4e2b9,bd89e92f1e1f6a7ec49af109d08aa258,13044,campinas,SP
0a53041ab2e72cccb3329613978e2e2e,3bea379b85fffcc323633e986ad706cf,51021,recife,PE
7e1c94909b82d667fde37d090d81d101,3100ac181f080ff2a7beb61813c0517e,87900,loanda,PR
3bdae7f94f5dcf2f6d395ddab50d3596,29fc545bf16307efd8c6f46c5d1d81e2,1522,sao paulo,SP
5234fd7181ad48cc892aeffb5cca652e,c4aaf56cb82d8cafad1c2281fd3e3bd3,91550,porto alegre,RS
0d8cb40fe23920b0a6078753a31bb617,bff4ef831a377c4d6e06be5dd035a8d3,89115,gaspar,SC
2d5e77fae689aee9992cc9669cb61710,53fb8b6d4deadd850e6575b70c47a9ce,4145,sao paulo,SP
22a7b639ea009c1e430eb43244204bda,99897fc63e00fd2cdc6d2f3ab36af9a6,18685,lencois paulista,SP
6b170d60eabcac609caaaf419e9e57f1,f121943f335b4993188fedd3852ea3aa,69037,manaus,AM
941a225471304a6c4d1e3694b7a19220,eed3d9c8e42c6b95338e0a8b675640e6,11750,peruibe,SP
affa1ae9fc01158bf723814d1dd9d0ce,68662748141dbba8076b5d0e10565c2b,4015,sao paulo,SP
222e1556b86ff309b9ee3f03a826567a,90cf6edc2494d9187408de55e8db6fb4,17047,bauru,SP
b253ab4ce264a72304410c04d66e3908,eb558f96a4145d74586480071f6e7c88,35500,divinopolis,MG
b5ea05c72a89dbe101d94083e18df207,3e93369535d8f45643c5e1dc4467924d,4075,sao paulo,SP
e1ec5ddd749cd760a0c408a40ae5a4a3,3b253518af1e74199da663e4e5be0ba8,57017,maceio,AL
e9fbe7886163acf808479322d2b87ccb,2f749dd89d87f7152b35121a5693a684,45028,vitoria da conquista,BA
acaf6410aabbc2e292355a66dd2b38cf,f6b05295c28d5b6a48f53045968b91f9,62380,guaraciaba do norte,CE
98a0dc59ecc82225fd647c39cbdf1494,9dfafc5d068fcc52a9ea9f28a88bc4fc,98300,palmeira das missoes,RS
07c7380ec99877459637515df52ee55a,3799155bba777b02074b6494271aa522,3669,sao paulo,SP
86d44d270b72592dbef78de27ec82d08,e90232e0cd21ee07204d10fd88bb0c97,4042,sao paulo,SP
b22eeea84d8a63d56ee0ebb6ec8e0ae0,6aaf7b14b33d2f1f51397037f629106f,35500,divinopolis,MG
544df65cf6b7f2cc5d7637b4189edc50,06a35cec0273b785b2b58eb349841fb2,3513,sao paulo,SP
b74584aa39691bb6fdd0f68571d3ba0b,f72b7208452f18c74743c34dfdfcb37d,62400,camocim,CE
