product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
4745d118bc09758d0a4bf795b7bb5cb7,fashion_bolsas_e_acessorios,57.0,676.0,4.0,150.0,17.0,9.0,17.0
5c0826f946c32406d5baa79544668b4c,eletroportateis,39.0,873.0,2.0,1200.0,20.0,15.0,25.0
236fdb1c273caaa9a7dbff8111e6a4e1,moveis_decoracao,55.0,412.0,1.0,7450.0,52.0,18.0,35.0
e7d26dd6742baca292020c158e6720c3,malas_acessorios,40.0,124.0,1.0,450.0,24.0,47.0,34.0
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59.0,473.0,1.0,600.0,30.0,3.0,20.0
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45.0,236.0,1.0,173.0,18.0,13.0,12.0
fa3bea10a666ef8afb1557f5e866b719,esporte_lazer,9.0,254.0,1.0,150.0,28.0,6.0,14.0
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46.0,1350.0,1.0,11875.0,57.0,55.0,22.0
61509eaebb2d4bd1a7511b1a75703f8c,utilidades_domesticas,50.0,500.0,1.0,300.0,25.0,2.0,17.0
5929e483b6df44414c047cac38873fe6,esporte_lazer,22.0,300.0,2.0,650.0,60.0,10.0,20.0
40df4be4429553e18755913ac3cfeac5,instrumentos_musicais,44.0,546.0,3.0,1450.0,32.0,14.0,27.0
f38c674135b439b1d2deb1d68da9f4e6,automotivo,57.0,1412.0,9.0,600.0,20.0,10.0,15.0
01c9a70868bec5b748c67fcc26ce5895,brinquedos,39.0,601.0,2.0,750.0,30.0,17.0,30.0
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59.0,492.0,2.0,200.0,22.0,10.0,18.0
3a135477bf41350a0b1d8afdf616d446,brinquedos,56.0,928.0,3.0,600.0,52.0,9.0,19.0
35b265fd684b08f6f780239bf05a390b,moveis_decoracao,56.0,1042.0,6.0,1170.0,22.0,12.0,20.0
e33df02e384487f2bcd3788619f89215,utilidades_domesticas,48.0,274.0,1.0,350.0,20.0,30.0,30.0
3b82e71cc658bc6deadebef95075ac55,bebes,48.0,395.0,1.0,350.0,25.0,5.0,17.0
9aa9caee155847cddb376a05b9a39791,telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0
de80c37c338574091896b7fdc81dc376,beleza_saude,49.0,1045.0,1.0,333.0,17.0,17.0,15.0
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0
79e42c4fa2bde6e0c828d23c4fb7df35,instrumentos_musicais,57.0,962.0,4.0,900.0,42.0,8.0,40.0
c9af29e8a0c52866bb2c9f5f6344d9b2,moveis_decoracao,58.0,2037.0,2.0,650.0,69.0,11.0,11.0
729a75e5cb63f785e67ebd8c44a5c0ee,relogios_presentes,37.0,621.0,1.0,350.0,23.0,12.0,15.0
7f27a510cfe7b7c16bdba4e185dd7940,moveis_decoracao,36.0,237.0,2.0,7400.0,45.0,45.0,45.0
eaf3ca98b28c4329251a46380c8473c5,papelaria,59.0,202.0,3.0,300.0,24.0,7.0,14.0
d4e19eb1e5c5d6194af618d3a67de4e6,beleza_saude,52.0,1151.0,1.0,300.0,16.0,20.0,15.0
b7a89537c40b1f5a18b5ba75dbb91cbe,instrumentos_musicais,49.0,1051.0,1.0,594.0,20.0,15.0,16.0
0ce1e35bdc6af7e582e7ef9363e29b5b,telefonia,57.0,607.0,1.0,100.0,16.0,11.0,9.0
9c7bdf67b06b419aefb93cfdfc96c55d,esporte_lazer,25.0,823.0,1.0,476.0,17.0,14.0,14.0
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26.0,1177.0,1.0,11880.0,50.0,60.0,27.0
bf7a3359eeb43b9944c70293e4be896a,moveis_quarto,56.0,240.0,1.0,14000.0,60.0,5.0,90.0
6bd248f93425ceeb625a8a97e2404112,papelaria,39.0,217.0,1.0,550.0,46.0,10.0,32.0
ff5f8606556b625613f069a5a9a48966,bebes,63.0,554.0,1.0,2300.0,27.0,14.0,27.0
368c6c730842d78016ad823897a372db,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0
bac35584a4b6413380a74f9617e12379,papelaria,40.0,904.0,1.0,1000.0,20.0,20.0,20.0
2e830c73f28d3b8542af03cf2637dfc4,eletronicos,34.0,214.0,1.0,275.0,24.0,9.0,17.0
c10a7001e8b49dfc03817444b5f2ed81,relogios_presentes,46.0,670.0,1.0,500.0,16.0,2.0,11.0
cd46a885543f0e169a49f1eb25c04e43,informatica_acessorios,58.0,1390.0,2.0,3475.0,54.0,13.0,48.0
cfb79bfbdaf59cfe2e9ae0a071451f32,cama_mesa_banho,44.0,445.0,1.0,550.0,30.0,3.0,19.0
515ba7ccc6abbd1c0f5016704a0184e2,pet_shop,59.0,678.0,4.0,1400.0,40.0,20.0,30.0
def080e33b38a4c756347d4665b40a7f,musica,45.0,1465.0,5.0,1850.0,55.0,17.0,15.0
5194b6f4fa50ae9404bfd3e48ebe3911,informatica_acessorios,54.0,1368.0,4.0,1625.0,16.0,23.0,21.0
8bab563be2e3316280e3990af91da7b7,eletronicos,49.0,190.0,1.0,133.0,18.0,11.0,14.0
18f0c077dff7331d813fd82f7dd05a6e,ferramentas_jardim,47.0,574.0,1.0,270.0,26.0,16.0,21.0
73c61364b22d14eac780a200b81d34c5,telefonia,58.0,818.0,5.0,300.0,17.0,4.0,12.0
cb71b23bd70b9df12843e4dfb9ed09c1,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0
f2af004352a06a99dca765596240cbc3,beleza_saude,61.0,1054.0,4.0,100.0,29.0,5.0,15.0
426844dd9ed9ae105a5d4b3f1e18becc,ferramentas_jardim,47.0,590.0,4.0,133.0,18.0,8.0,12.0
6ee1607bacba780139e7f7fcd316c1d0,utilidades_domesticas,51.0,127.0,3.0,2100.0,43.0,30.0,11.0
550299c725cac9511da2b6f40543270c,cama_mesa_banho,54.0,609.0,1.0,200.0,21.0,10.0,14.0
b046862b2553fe4962392cdc93a2ae93,malas_acessorios,47.0,1479.0,1.0,850.0,25.0,50.0,30.0
33ba4b29d820b397054cc97e892ab1bc,automotivo,57.0,955.0,2.0,300.0,17.0,10.0,15.0
aa280035c50ba62c746480a59045eec4,brinquedos,56.0,678.0,3.0,200.0,16.0,8.0,11.0
20f160a9cf2e856ee5eba259e9ae33f9,perfumaria,56.0,1224.0,3.0,556.0,21.0,16.0,16.0
622bad99b4296aade0783ebecdd3fa15,esporte_lazer,47.0,1249.0,1.0,400.0,27.0,6.0,25.0
3a05a947f28cf46d789adedc107d7595,esporte_lazer,57.0,652.0,1.0,3450.0,16.0,15.0,20.0
3ece1fcd5a64459a4e24143920178f42,moveis_decoracao,59.0,2432.0,2.0,400.0,69.0,11.0,11.0
93846cfcd171609cebb8b3f8c553d23f,esporte_lazer,55.0,2021.0,5.0,588.0,25.0,30.0,28.0
19936fa4f614ee0590d3b77ac83fd648,telefonia_fixa,34.0,1016.0,2.0,1100.0,20.0,16.0,20.0
75fc57fb06b1d35ea433e16ecbf5a6bb,eletronicos,45.0,471.0,1.0,125.0,22.0,9.0,16.0
211293b50935ced8d4370f552c482d74,bebidas,55.0,1736.0,3.0,226.0,18.0,16.0,16.0
2b4609f8948be18874494203496bc318,beleza_saude,59.0,492.0,3.0,250.0,22.0,10.0,18.0
2052b3c5e08893e567c2fb7778476c75,informatica_acessorios,46.0,227.0,1.0,810.0,16.0,10.0,12.0
9feeadd6b97835152e83e1b25b46f5c4,esporte_lazer,54.0,1175.0,1.0,1064.0,24.0,20.0,19.0
22594ba8fd9a72ad95d352929c821560,moveis_escritorio,31.0,1076.0,1.0,8450.0,53.0,50.0,16.0
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52.0,1197.0,1.0,2500.0,20.0,11.0,11.0
f348ae21168771dfd5b8081e387b4f6b,utilidades_domesticas,52.0,340.0,3.0,250.0,25.0,10.0,15.0
a95c77f369c8486c3ca5d101c49be836,moveis_decoracao,43.0,523.0,1.0,500.0,50.0,5.0,30.0
c6dd917a0be2a704582055949915ab32,cool_stuff,54.0,1012.0,1.0,1200.0,42.0,25.0,15.0
99f265229d46f700208ad7cb1ff48aae,telefonia,60.0,755.0,6.0,350.0,17.0,4.0,12.0
e9906cf475ca638edcb034d031364e1b,brinquedos,47.0,1375.0,9.0,550.0,29.0,18.0,28.0
aadff88486740e0b0ebe2be6c09476ae,beleza_saude,56.0,390.0,1.0,250.0,16.0,5.0,15.0
1c5b28beb34835f960261f45ba22a136,perfumaria,47.0,609.0,1.0,600.0,30.0,10.0,30.0
be837f2e0152a208d4386f4126d5bd7c,eletrodomesticos,60.0,940.0,2.0,950.0,25.0,11.0,15.0
8c5876b1c7768217964f353bc7e64393,telefonia,61.0,440.0,1.0,250.0,18.0,3.0,28.0
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54.0,1598.0,1.0,250.0,16.0,15.0,16.0
cc74107a3eceb1b0c1c000edae5a8431,automotivo,32.0,200.0,1.0,250.0,20.0,10.0,15.0
249de764c23f381ef073c7520e0ab799,pet_shop,38.0,605.0,1.0,175.0,20.0,5.0,13.0
6c8dfcd9be1c04a1b4f98bb6c283a6aa,instrumentos_musicais,37.0,284.0,1.0,289.0,37.0,12.0,13.0
ca5c923962558430573f83661dbe36d6,pet_shop,59.0,747.0,2.0,1250.0,40.0,20.0,30.0
3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
181abab3cccc131f868d3bc7a5b97fd0,moveis_sala,38.0,433.0,1.0,1100.0,31.0,5.0,31.0
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57.0,339.0,2.0,1800.0,37.0,22.0,40.0
deecc62b2db3d87ff4d9fe364fead01f,telefonia,59.0,2374.0,3.0,350.0,16.0,10.0,12.0
7c4a8bec217df1de0df2b5aaf8175b65,audio,58.0,675.0,2.0,167.0,16.0,4.0,11.0
c06d2c20b8ddf6d40c23294a6e361c78,beleza_saude,42.0,857.0,1.0,1250.0,30.0,12.0,16.0
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49.0,1495.0,3.0,600.0,33.0,19.0,13.0
c770c3d5ab511e88a96d387bdb0b6ce0,utilidades_domesticas,12.0,210.0,2.0,1100.0,48.0,24.0,23.0
50cada320c34c3d63fa8598fdda8e06e,beleza_saude,39.0,300.0,1.0,233.0,42.0,21.0,26.0
e3425df9bd51be69917273c9dd92ed5e,relogios_presentes,53.0,346.0,2.0,733.0,17.0,10.0,18.0
f8b09faf273ab8c2cb4209378253f56a,beleza_saude,25.0,1351.0,1.0,1200.0,25.0,19.0,18.0
055019def765ce08da9fac0585e927c3,bebes,63.0,884.0,5.0,300.0,17.0,7.0,24.0
e168af8b2f0d9319737c6a7a37904f9e,papelaria,59.0,139.0,1.0,2000.0,30.0,30.0,30.0
0a8699af8de9f3c25f80fe9b530df153,moveis_decoracao,53.0,1988.0,3.0,2500.0,65.0,8.0,45.0
98b22c1129886cbd7fcae69d1c93e442,cama_mesa_banho,57.0,188.0,1.0,1350.0,44.0,2.0,35.0
5c61329e1b7e18310bbc294c17cd47bb,brinquedos,31.0,936.0,9.0,250.0,18.0,16.0,16.0
cbdb9bf611328898bd4b32a384506b3a,moveis_escritorio,26.0,945.0,1.0,12700.0,55.0,70.0,18.0
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55.0,408.0,1.0,233.0,16.0,14.0,15.0
d159157f1837c548e960ea0e9b00b259,esporte_lazer,59.0,1571.0,3.0,1300.0,105.0,15.0,15.0
5ef336462ba740ddd4727319e26207e6,construcao_ferramentas_jardim,46.0,1157.0,1.0,1725.0,22.0,21.0,14.0
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0
e8ac63e69971f9cf0bd7a7f78b8841ab,relogios_presentes,59.0,544.0,5.0,450.0,16.0,2.0,11.0
c33a764dad4f6747f7c56115bb8d5bb7,informatica_acessorios,53.0,654.0,1.0,150.0,16.0,11.0,11.0
c1f5307decb89342351bec53668cffd9,telefonia,60.0,777.0,4.0,300.0,17.0,4.0,12.0
03bb06cda40712fb8473f7962fb7d198,cama_mesa_banho,54.0,289.0,1.0,2000.0,34.0,9.0,33.0
fb783e3e545937820b57fe539b2c5a6c,cama_mesa_banho,57.0,189.0,1.0,1100.0,41.0,9.0,31.0
f068148c48720c66b21825e2c558d493,beleza_saude,25.0,3281.0,1.0,200.0,16.0,6.0,11.0
a60613d36f37a7b27d3344f40f6a7945,beleza_saude,44.0,696.0,2.0,350.0,19.0,11.0,23.0
8e48c45980a3fee42f12f7986a4b68d5,automotivo,56.0,1498.0,4.0,2250.0,56.0,69.0,12.0
aeaba104830f91586dae1bff90f54a8a,esporte_lazer,49.0,169.0,1.0,1250.0,41.0,24.0,11.0
cbdb31ccb8741d52e26bf2a42c1648d1,utilidades_domesticas,28.0,354.0,1.0,2300.0,50.0,11.0,50.0
b75a056d7d03227c3a3b60e9ccf518c9,automotivo,60.0,1259.0,2.0,450.0,20.0,9.0,14.0
8e7a3ee016b12c87b5e3e7e717620758,industria_comercio_e_negocios,56.0,2083.0,4.0,850.0,40.0,30.0,30.0
541ff1bb76a9502be425895dc6726d1b,fashion_bolsas_e_acessorios,53.0,384.0,1.0,50.0,16.0,3.0,12.0
30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,53.0,1034.0,2.0,16550.0,22.0,65.0,40.0
af53bbaeee1f3190c2ff939fc236b6f5,beleza_saude,47.0,770.0,1.0,350.0,19.0,12.0,13.0
e0cf79767c5b016251fe139915c59a26,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60.0,268.0,1.0,2700.0,41.0,8.0,36.0
4520766ec412348b8d4caa5e8a18c464,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0
096b00d9037146606b19d614cd67ab65,beleza_saude,56.0,406.0,4.0,100.0,16.0,5.0,11.0
bd07b66896d6f1494f5b86251848ced7,moveis_escritorio,55.0,955.0,1.0,8267.0,52.0,52.0,17.0
a8075470f960215ffb67624782f80fec,ferramentas_jardim,60.0,361.0,4.0,2900.0,67.0,3.0,31.0
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54.0,245.0,1.0,1383.0,50.0,10.0,40.0
4b44730a7923e3c19eb67f1c8bfa1c39,malas_acessorios,39.0,357.0,3.0,550.0,32.0,42.0,12.0
23227b07fc69250d2fa4be6602011aea,cama_mesa_banho,46.0,171.0,2.0,1250.0,45.0,10.0,15.0
b18040a8b795afd0802abd9c3755ea64,esporte_lazer,41.0,979.0,8.0,7000.0,90.0,20.0,25.0
9c5cec867c62c0ec4674b002eb1c3e0c,eletrodomesticos,33.0,94.0,1.0,15875.0,54.0,46.0,32.0
2f07e976774b91520e17dd3b2dba73c3,climatizacao,60.0,1428.0,2.0,6750.0,59.0,17.0,37.0
e84bf31698e5842d605c5aa9cfc8b02a,utilidades_domesticas,33.0,211.0,1.0,1150.0,25.0,25.0,16.0
2196663031bcde078cede855ac0b5739,esporte_lazer,43.0,1646.0,6.0,491.0,19.0,12.0,16.0
d339b523c298009f15d242a3a99392c7,ferramentas_jardim,51.0,2559.0,3.0,850.0,24.0,9.0,26.0
cd20f878813b93b6ad1df1b299775b0d,automotivo,59.0,872.0,2.0,1750.0,16.0,16.0,16.0
4b5df063d69ffafb87c279672ecb4191,bebes,54.0,343.0,2.0,3550.0,37.0,22.0,40.0
922ee69fced8c701d47470e02811d22a,informatica_acessorios,53.0,812.0,4.0,400.0,16.0,6.0,11.0
0f66dd888ff5af9eba17aa59be9870d1,pet_shop,53.0,856.0,1.0,6300.0,60.0,25.0,25.0
ba01cebc5a3c2494d0a97d4713ec8938,beleza_saude,35.0,558.0,1.0,1250.0,30.0,10.0,17.0
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56.0,389.0,1.0,300.0,16.0,5.0,15.0
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34.0,1078.0,2.0,200.0,41.0,2.0,29.0
0faa4ca558654b554d4d09abd8fe33d2,informatica_acessorios,60.0,534.0,1.0,150.0,16.0,6.0,11.0
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0
781afe929e3016a667f5f439afd55fce,esporte_lazer,42.0,590.0,1.0,400.0,18.0,18.0,18.0
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35.0,514.0,2.0,4338.0,17.0,12.0,14.0
f2610c932aaabc3eb24c3512b498a838,ferramentas_jardim,41.0,1099.0,1.0,1200.0,16.0,6.0,11.0
26abb7e42cded69ba9b3736643ebeb39,relogios_presentes,43.0,378.0,2.0,867.0,20.0,7.0,14.0
176b54e1ca47c0ec2bc2e298a76adf9a,beleza_saude,56.0,1000.0,2.0,200.0,20.0,5.0,15.0
bba0d9c4f470ff541dba7f02d791a4f3,relogios_presentes,59.0,679.0,1.0,400.0,16.0,11.0,11.0
9b37a918bcf2c8e1064e867cf1df4637,eletronicos,57.0,1710.0,6.0,1207.0,20.0,10.0,20.0
f4f67ccaece962d013a4e1d7dc3a61f7,automotivo,52.0,603.0,1.0,7625.0,61.0,14.0,61.0
d9fcf1be6830bf510f03d9e6c979e4df,malas_acessorios,41.0,370.0,4.0,18050.0,60.0,40.0,40.0
316f27506e0f2a39700f801e859576eb,esporte_lazer,41.0,229.0,2.0,700.0,60.0,15.0,15.0
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55.0,569.0,5.0,250.0,16.0,2.0,11.0
11de130b38213ed7f93d2af1e91bb771,cama_mesa_banho,54.0,382.0,1.0,300.0,16.0,10.0,16.0
1d3ecbda18167c766a3381fd16108e4a,esporte_lazer,42.0,636.0,1.0,1700.0,41.0,10.0,35.0
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39.0,161.0,2.0,350.0,25.0,8.0,19.0
2b6aba96aca0f3f5f28779c8a4395f42,esporte_lazer,32.0,503.0,1.0,2700.0,85.0,16.0,26.0
87ceed33e1f7fe39fa06b69c9fdf9e53,informatica_acessorios,43.0,608.0,2.0,50.0,23.0,12.0,19.0
495f9290868e1bde785d3c372608ad54,utilidades_domesticas,45.0,1455.0,3.0,5250.0,62.0,5.0,32.0
9d240cb98df035e3ef147117b92aa0e7,automotivo,57.0,150.0,1.0,100.0,16.0,15.0,16.0
15b5d9fcf84c060e00b0883def7d10e6,automotivo,58.0,237.0,1.0,50.0,16.0,10.0,16.0
dbdbf17a51049bf883b4d622a357b75b,automotivo,58.0,97.0,1.0,250.0,20.0,8.0,18.0
b8355aca8662d7e0c913ed67412d8ecc,cama_mesa_banho,60.0,207.0,1.0,750.0,50.0,11.0,40.0
dcd7a14115098925c83dd54daab99cbd,papelaria,43.0,131.0,2.0,200.0,22.0,9.0,15.0
7686fe49c98ae1c537b5cc51992f5d20,bebes,38.0,798.0,1.0,600.0,22.0,18.0,19.0
bcf64c2356ded745b81b4348a8a763e1,pet_shop,48.0,1561.0,1.0,1000.0,19.0,15.0,18.0
408a59367613a62d59b6e3ca5ed58631,moveis_escritorio,56.0,1119.0,1.0,6400.0,18.0,53.0,51.0
da98cf62c7fe9452761e782902ad71a2,eletrodomesticos,58.0,173.0,1.0,100.0,27.0,13.0,17.0
3cf8d7db7dbaeb28f077151adfc59340,automotivo,54.0,905.0,1.0,717.0,24.0,14.0,21.0
5aed6af9bb6c3f903bef12b8c56e235b,perfumaria,34.0,370.0,2.0,475.0,20.0,12.0,14.0
b09790edda54333116f9cf1decc580a1,cama_mesa_banho,50.0,148.0,1.0,400.0,40.0,4.0,30.0
cb0c2c97fb2fca149a11c2f14027895d,telefonia,56.0,734.0,3.0,350.0,17.0,4.0,12.0
083d6108def7421be9778dd0ecd11fa6,instrumentos_musicais,58.0,952.0,1.0,2000.0,35.0,10.0,82.0
aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0
b520b78a494cbd6e36d7a1c64cdffe0b,utilidades_domesticas,31.0,1383.0,1.0,2467.0,38.0,15.0,24.0
e6e3140cdd035e915d6d4a9eae2ccead,automotivo,60.0,163.0,1.0,50.0,16.0,15.0,16.0
e282624d8c82e04983f125e167eb4521,telefonia,45.0,343.0,2.0,117.0,18.0,4.0,11.0
31c50827b6b5d0f51d61c8b2aa98f6e6,cool_stuff,33.0,805.0,2.0,1500.0,40.0,40.0,30.0
62c7230e65fd9da6326284606ee1b197,perfumaria,35.0,424.0,2.0,472.0,19.0,13.0,15.0
2a2d22ae30e026f1893083c8405ca522,cama_mesa_banho,60.0,744.0,2.0,8350.0,50.0,27.0,38.0
9c8d68903b5106018c797e0e862ae55d,eletronicos,34.0,453.0,1.0,200.0,25.0,7.0,25.0
48640118918b5bd6454e3fee20ad637b,esporte_lazer,48.0,483.0,2.0,2800.0,104.0,5.0,80.0
51945302d0858fe2efed398e1fa2df04,bebes,57.0,121.0,1.0,1650.0,39.0,16.0,40.0
165f86fe8b799a708a20ee4ba125c289,cool_stuff,40.0,1456.0,1.0,2425.0,29.0,30.0,19.0
caf4c19a55134cab8ebe2debd0f16e6d,papelaria,50.0,337.0,7.0,3500.0,60.0,20.0,29.0
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56.0,348.0,2.0,1550.0,30.0,22.0,30.0
4aaa2ddc43f64a2db232b71fc4639064,eletronicos,28.0,131.0,3.0,6050.0,16.0,61.0,41.0
dd4bb630f241ce3910d9595b395efeb5,pet_shop,23.0,1151.0,1.0,160.0,16.0,11.0,11.0
371fa349d92646bbeea5873df0bcdc5a,utilidades_domesticas,49.0,342.0,1.0,490.0,20.0,18.0,16.0
c708ba7c6269161f89ce0683cdd7c432,relogios_presentes,60.0,379.0,3.0,300.0,16.0,2.0,20.0
a05f4c1d544848f9ee86f767c9cc0d4f,informatica_acessorios,35.0,875.0,5.0,366.0,20.0,6.0,15.0
d4fe034cde911805af12724d73fde7e0,cama_mesa_banho,53.0,867.0,1.0,1100.0,20.0,16.0,20.0
d04e48982547095af81c231c3d581cb6,relogios_presentes,56.0,528.0,2.0,292.0,18.0,10.0,15.0
7a10781637204d8d10485c71a6108a2e,relogios_presentes,42.0,236.0,1.0,342.0,18.0,13.0,15.0
095cb863f2b04911455ad33f5177062e,livros_interesse_geral,48.0,1140.0,1.0,1000.0,16.0,24.0,16.0
73bcea88583002fe12b7399af4ae60da,relogios_presentes,42.0,631.0,2.0,459.0,18.0,13.0,14.0
3a4113a7009a9fda9cc0021c98b74332,livros_tecnicos,39.0,465.0,1.0,550.0,24.0,4.0,18.0
c5e31bcea566d7f28ebc011e9fee182f,cama_mesa_banho,50.0,704.0,2.0,800.0,16.0,10.0,16.0
cae8c962ad47ff05a508e6fec4146e1a,automotivo,59.0,162.0,1.0,50.0,16.0,15.0,16.0
ae6b739ab6e9d7991fb2ddd70f9c0b6b,utilidades_domesticas,56.0,595.0,1.0,1200.0,30.0,30.0,30.0
eab67bf937aaadc19f83383a331d2dd9,moveis_escritorio,53.0,1199.0,1.0,10975.0,53.0,51.0,18.0
afbe1e973aefbf72a330e3bc72d4b476,cama_mesa_banho,56.0,501.0,3.0,1450.0,45.0,15.0,35.0
d04857e7b4b708ee8b8b9921163edba3,informatica_acessorios,33.0,1127.0,2.0,450.0,16.0,4.0,20.0
aa5d6a9bd4be367ae1a3a29c323c7c11,esporte_lazer,60.0,3767.0,1.0,120.0,30.0,15.0,15.0
98712b7f46e0fe4f4da2f7df1b9231a7,eletroportateis,41.0,450.0,1.0,350.0,16.0,16.0,28.0
0b5c6dd6ca91fd2a318e99749b0ea57d,utilidades_domesticas,63.0,429.0,3.0,700.0,30.0,5.0,25.0
ff9fa77f938462abd16b53c0d934099f,esporte_lazer,57.0,3469.0,1.0,300.0,21.0,19.0,19.0
03a20f79e4c056b48ce29b3e30beb0fb,moveis_decoracao,63.0,1700.0,1.0,700.0,60.0,11.0,20.0
a4c1d75f5db22319df894cf3f4609b81,pet_shop,53.0,1121.0,5.0,450.0,40.0,20.0,30.0
4299cf45bc9aa8ef5bd9337035c286e5,perfumaria,60.0,499.0,1.0,700.0,30.0,10.0,30.0
85fd14e978b92176dd210c046abc3540,esporte_lazer,60.0,1201.0,1.0,200.0,16.0,16.0,16.0
